session_id,worker_id,order_id,norm_order_id,model,prompt,elapsed_time,num_queries,num_events,acceptance,model_completion,final_sentence,edit_model_final_token,edit_model_final_char,apt,specific,imageable,overall
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,11,0.73,InstructDavinci,life,0.65,1,62,0.0,,Take a chance on love.,5,22,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,12,0.8,InstructDavinci,life,0.08,0,43,,,Sometimes the winner takes nothing.,5,35,0.5,1.0,0.5,0.6666666666666666
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,13,0.87,InstructDavinci,life,0.48,0,89,,,Play your cards and show people what you got!,9,45,,,,
1b388df4dfe946ffa0e3bdb8ad6ea450,3e17cf80510c14454400c5928d5b281b,14,0.93,InstructDavinci,life,0.61,2,169,0.0,,Don't let your enemies checkmate you.,6,37,1.0,1.0,1.0,1.0
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,0,0.0,InstructBabbage,progress,0.3,1,14,100.0,"To keep moving forward, we must keep our feet moving.","To keep moving forward, we must keep our feet moving.",0,0,0.5,1.0,0.5,0.6666666666666666
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,1,0.08,InstructBabbage,progress,0.48,1,128,0.0,,Sometimes we have to take a step backwards before we can advance forward.,13,73,0.5,1.0,0.5,0.6666666666666666
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,2,0.17,InstructBabbage,progress,0.58,0,92,,,We have to be quick on our feet to avoid setbacks.,11,50,,,,
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,3,0.25,InstructBabbage,progress,0.43,1,87,0.0,,Discipline and coordination are key to success.,7,47,,,,
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,4,0.33,InstructBabbage,progress,0.44,1,80,0.0,,Sometimes we'll stumble over each other as we move forward together.,11,68,0.5,1.0,0.5,0.6666666666666666
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,5,0.42,InstructBabbage,progress,0.56,0,205,,,"We can succeed on our own, but we still have to make all the right moves.",16,73,,,,
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,6,0.5,InstructBabbage,progress,0.65,2,157,50.0,We're going in opposite directions.,Sometimes we'll have to move in opposite directions to complete our goal.,10,44,,,,
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,7,0.58,InstructBabbage,progress,0.46,0,103,,,Handling a crisis with grace and elegance is sure to pay dividends.,12,67,0.5,1.0,0.0,0.5
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,8,0.67,InstructBabbage,progress,0.14,1,13,100.0,We'll keep our eyes open and step forward together.,We'll keep our eyes open and step forward together.,0,0,,,,
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,9,0.75,InstructBabbage,progress,0.23,0,69,,,We must watch our step to avoid tumbling over each other.,11,57,,,,
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,10,0.83,InstructBabbage,progress,0.47,0,117,,,"We can succeed alone or in a group, but we must be aware of our surroundings.",16,77,1.0,1.0,1.0,1.0
85d13b022ddf4d0db643fd10848ec8ef,3e17cf80510c14454400c5928d5b281b,11,0.92,InstructBabbage,progress,0.52,1,109,0.0,,We won't reach our objective if we stand still.,9,47,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,0,0.0,InstructBabbage,theory,0.23,0,50,,,We can scaffold ideas on top of each other.,9,43,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,1,0.08,InstructBabbage,theory,0.84,2,198,50.0,"We put our faith in them, and they keep us alive.","We put our faith in science, and the ideas of previous ancestors keep us alive and comfortable today.",10,56,0.5,0.5,0.5,0.5
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,2,0.17,InstructBabbage,theory,0.77,1,149,0.0,,"Do not be resistant to change, as outdated ideas can be torn down with relative ease.",16,85,0.5,1.0,0.5,0.6666666666666666
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,3,0.25,InstructBabbage,theory,0.2,0,72,,,Our knowledge of the world protects us from the chaos around us.,12,64,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,4,0.33,InstructBabbage,theory,0.76,1,204,0.0,,Human ingenuity can always be improved upon.,7,44,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,5,0.42,InstructBabbage,theory,0.36,1,71,0.0,,Some ideas tower above all others.,6,34,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,6,0.5,InstructBabbage,theory,0.39,1,71,0.0,,Every plan needs a strong foundation.,6,37,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,7,0.58,InstructBabbage,theory,0.56,0,137,,,Strong dissent can topple any good idea if it's not fortified.,11,62,1.0,1.0,1.0,1.0
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,8,0.67,InstructBabbage,theory,0.29,0,109,,,New ideas must be well thought out to weather the storm of criticism they will receive.,16,87,1.0,1.0,1.0,1.0
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,9,0.75,InstructBabbage,theory,0.5,1,87,100.0,We'll just have to hope that they hold up.,We'll just have to hope that our evidence holds up against the elements.,7,33,,,,
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,10,0.83,InstructBabbage,theory,0.31,0,124,,,"Some old beliefs have stood the test of time, while others were torn to ruins.",15,78,1.0,1.0,1.0,1.0
a60130ad6f364cafba4d28027aba9448,3e17cf80510c14454400c5928d5b281b,11,0.92,InstructBabbage,theory,0.48,2,91,0.0,,You can't construct a fact based on a weak idea.,10,48,,,,
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,0,0.0,InstructBabbage,idea,0.82,1,145,0.0,,Our thoughts have to be tended to daily to ensure they blossom into amazing concepts.,15,85,1.0,1.0,1.0,1.0
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,1,0.12,InstructBabbage,idea,0.45,2,134,0.0,,Abandoning a good belief will cause it to wither on the vine and become useless and outdated.,17,93,,,,
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,2,0.25,InstructBabbage,idea,0.99,1,276,0.0,,Unchecked negative thoughts can quickly become an entangled mess that will destroy our hard work.,15,97,,,,
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,3,0.38,InstructBabbage,idea,1.11,1,513,0.0,,"Positive thoughts are mental seeds that, when inserted in someone else's mind, can grow into something truly beautiful.",18,119,1.0,1.0,0.5,0.8333333333333334
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,4,0.5,InstructBabbage,idea,1.0,1,306,0.0,,The mind of a genius is a garden that can nourish all of humanity if it's treated carefully.,18,92,,,,
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,5,0.62,InstructBabbage,idea,0.37,1,109,0.0,,"Some concepts bear fruit, while others wither and die before they can.",12,70,1.0,1.0,1.0,1.0
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,6,0.75,InstructBabbage,idea,0.83,1,163,0.0,,Good concepts cannot stand on their own - they need constant attention and resources to ensure they are the best they can be.,23,125,1.0,1.0,1.0,1.0
e4a3a032e4b142ef83e67b6b355ae484,3e17cf80510c14454400c5928d5b281b,7,0.88,InstructBabbage,idea,1.27,1,406,0.0,,"Left unchecked, an innocent thought could easily grow out of hand and become more harm than its worth.",18,102,1.0,1.0,1.0,1.0
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,0,0.0,InstructBabbage,life,0.7,1,33,100.0,is a never-ending adventure.,Life is a never-ending adventure.,1,5,,,,
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,1,0.1,InstructBabbage,life,0.25,2,34,50.0,"a race, let's learn to play it.","Life is a race, let's learn to play it.",2,8,,,,
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,2,0.2,InstructBabbage,life,0.66,0,72,,,You can either win or lose life.,7,32,,,,
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,3,0.3,InstructBabbage,life,0.8,3,69,33.0,you never really know what's going to happen; it's a gamble.,In life you never really know what's going to happen; it's a gamble.,2,8,,,,
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,4,0.4,InstructBabbage,life,0.5,1,48,0.0,,"With life, quitters can never win.",6,34,0.5,0.5,0.5,0.5
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,5,0.5,InstructBabbage,life,1.13,3,73,0.0,,"With our lives, we set off on our own adventures.",10,49,,,,
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,6,0.6,InstructBabbage,life,0.9,3,70,50.0,", or a journey.","Life can be a competition, or a journey.",5,25,1.0,0.5,1.0,0.8333333333333334
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,7,0.7,InstructBabbage,life,1.29,4,116,0.0,,With our life we can play safe of take risks.,10,45,0.5,0.5,0.5,0.5
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,8,0.8,InstructBabbage,life,1.31,2,175,50.0,.,Sometimes with life we just need to sit back and have some fun.,13,62,1.0,1.0,1.0,1.0
4055067c9aa2445a84391f68d2cb9a0f,07f320faed67b2aece0fb3bde1f87998,9,0.9,InstructBabbage,life,0.5,0,106,,,"Life has so many participants, some will win and some will lose.",12,64,1.0,1.0,1.0,1.0
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,0,0.0,InstructBabbage,progress,0.23,1,23,100.0,"is always changing, but our goal remains the same.","Progress is always changing, but our goal remains the same.",1,9,1.0,1.0,0.5,0.8333333333333334
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,1,0.1,InstructBabbage,progress,0.26,1,31,100.0,"always a moving picture, never a final result.","Progress is always a moving picture, never a final result.",2,12,0.5,0.5,0.5,0.5
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,2,0.2,InstructBabbage,progress,0.41,1,50,100.0,we move from simplicity to complexity.,"With progress, we move from simplicity to complexity.",2,15,0.5,0.5,0.0,0.3333333333333333
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,3,0.3,InstructBabbage,progress,0.22,0,45,,,Progress can be fast or slow.,6,29,,,,
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,4,0.4,InstructBabbage,progress,1.29,7,138,14.0,the flow.,When we make progress we just need to go with the flow.,10,46,1.0,1.0,1.0,1.0
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,5,0.5,InstructBabbage,progress,0.73,2,104,50.0,", like a tune.",Progress can be like a song with it's own rhythm.,8,38,,,,
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,6,0.6,InstructBabbage,progress,0.27,1,19,100.0,is a continuous motion forward.,Progress is a continuous motion forward.,1,9,0.5,0.5,0.0,0.3333333333333333
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,7,0.7,InstructBabbage,progress,0.27,1,34,100.0,can be hard to keep up.,Sometimes progress can be hard to keep up.,2,19,,,,
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,8,0.8,InstructBabbage,progress,0.36,1,43,100.0,is smooth and other times it's rocky.,Sometimes progress is smooth and other times it's rocky.,2,19,,,,
fa5f824d10b14726aeed1f17bd7c92e9,07f320faed67b2aece0fb3bde1f87998,9,0.9,InstructBabbage,progress,0.48,0,79,,,Progress is about making the right steps and the right time.,11,60,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,0,0.0,InstructBabbage,idea,0.29,1,21,100.0,"grow and change, but their basic concept remains the same.","Ideas grow and change, but their basic concept remains the same.",1,6,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,1,0.08,InstructBabbage,idea,0.39,1,48,100.0,"grow and spread, like plants.",Ideas when taken care of grow and spread.,8,31,1.0,1.0,1.0,1.0
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,2,0.15,InstructBabbage,idea,0.13,1,25,100.0,"come and go, but the seed remains.","Ideas come and go, but the seed remains.",1,6,1.0,1.0,1.0,1.0
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,3,0.23,InstructBabbage,idea,0.37,1,33,100.0,"like flowers, grow while others die.","Some ideas, like flowers, grow while others die.",2,12,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,4,0.31,InstructBabbage,idea,1.27,10,141,10.0,"we form new plans, see different possibilities, and grow.","With ideas, we form new plans, see different possibilities, and grow.",2,12,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,5,0.38,InstructBabbage,idea,0.62,4,34,25.0,we can grow and reach new heights.,"With ideas,  we can grow and reach new heights.",2,13,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,6,0.46,InstructBabbage,idea,0.35,1,19,100.0,"once planted, will grow and produce fruit.","Many ideas, once planted, will grow and produce fruit.",2,12,1.0,1.0,1.0,1.0
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,7,0.54,InstructBabbage,idea,0.34,1,24,100.0,"if properly nurtured, can grow into something beautiful.","Many ideas, if properly nurtured, can grow into something beautiful.",2,12,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,8,0.62,InstructBabbage,idea,0.45,1,40,100.0,only alive when they are championed.,Ideas are only alive when they are nurtured.,3,18,1.0,0.5,1.0,0.8333333333333334
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,9,0.69,InstructBabbage,idea,0.66,1,133,100.0,what nourish the mind.,Ideas will grow only if they are nurtured.,8,31,0.5,1.0,0.5,0.6666666666666666
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,10,0.77,InstructBabbage,idea,0.11,1,21,100.0,can sprout from one little seed.,Many ideas can sprout from one little seed.,2,11,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,11,0.85,InstructBabbage,idea,0.33,1,22,100.0,"will never work, but that doesn't mean they're not worth seeds.","Many ideas will never work, but that doesn't mean they're not worth seeds.",2,11,,,,
cfe3859d7f914121b95bc8bb13ff7b73,07f320faed67b2aece0fb3bde1f87998,12,0.92,InstructBabbage,idea,0.26,2,30,50.0,"will always be resistant to change, while others will rapidly improve.","Some ideas will always be resistant to change, while others will rapidly improve.",2,11,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,0,0.0,Davinci,theory,0.32,1,22,100.0,are massed together to form mighty structures.,Theories are massed together to form mighty structures.,1,9,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,1,0.08,Davinci,theory,0.25,1,33,100.0,every part must be perfect.,With theories every part must be solid.,3,21,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,2,0.15,Davinci,theory,0.44,1,34,100.0,are so well built that they will stand for centuries.,Some theories are so well built that they will stand for centuries.,2,14,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,3,0.23,Davinci,theory,0.23,0,72,,,Some theories are castles while some are shacks.,8,48,1.0,1.0,1.0,1.0
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,4,0.31,Davinci,theory,0.32,2,42,50.0,have come and gone.,Many theories have come and gone.,2,14,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,5,0.38,Davinci,theory,0.61,1,86,0.0,,Some theories begin to topple after some time.,8,46,1.0,1.0,1.0,1.0
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,6,0.46,Davinci,theory,0.42,1,43,100.0,admired skyscrapers but have since been torn down.,Some theories were once admired skyscrapers but have since been torn down.,4,24,1.0,1.0,1.0,1.0
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,7,0.54,Davinci,theory,0.72,3,66,0.0,,Theories become abandoned with the passage of time.,8,51,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,8,0.62,Davinci,theory,1.23,3,159,33.0,have cracks.,Many theories have cracks which can collapse.,6,33,0.5,1.0,0.5,0.6666666666666666
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,9,0.69,Davinci,theory,0.23,1,25,100.0,stands the test of time.,A good theory stands the test of time.,3,14,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,10,0.77,Davinci,theory,0.18,0,47,,,A bad theory has cracks that collapses it.,8,42,1.0,1.0,1.0,1.0
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,11,0.85,Davinci,theory,0.39,1,62,0.0,,A good theory requires a good builder.,7,38,,,,
21e6a6ef7b28474e831ba7ab008026d8,07f320faed67b2aece0fb3bde1f87998,12,0.92,Davinci,theory,0.32,1,26,100.0,"which can be attacked as easily as a rotten building, may collapse more quickly.","A bad theory, which can be attacked as easily as a rotten building, may collapse more quickly.",3,14,,,,
4bae9c4fdae94f78878c3fd9b8445b07,38ea1a52e9068b7b16b159d77139ee61,0,0.0,Jumbo,progress,1.61,0,164,,,Progress can be awkward at first until you learn the dance steps.,12,65,1.0,0.5,1.0,0.8333333333333334
4bae9c4fdae94f78878c3fd9b8445b07,38ea1a52e9068b7b16b159d77139ee61,1,0.17,Jumbo,progress,1.51,0,222,,,Progress is achievable when you have a partner to dance with.,11,61,1.0,1.0,1.0,1.0
4bae9c4fdae94f78878c3fd9b8445b07,38ea1a52e9068b7b16b159d77139ee61,2,0.33,Jumbo,progress,1.03,1,89,100.0,The movement toward equality is inexorable.,The movement toward equality often takes one step forward and one step backwards.,9,43,1.0,0.5,0.5,0.6666666666666666
4bae9c4fdae94f78878c3fd9b8445b07,38ea1a52e9068b7b16b159d77139ee61,3,0.5,Jumbo,progress,2.13,1,186,0.0,,Progress requires coordinated footwork to avoid tripping over yourself.,9,71,,,,
4bae9c4fdae94f78878c3fd9b8445b07,38ea1a52e9068b7b16b159d77139ee61,4,0.67,Jumbo,progress,1.68,1,79,100.0,They were rhythmically marching forward.,The civil rights group rhythmically marched forward in unison for progress.,10,43,0.5,1.0,0.5,0.6666666666666666
4bae9c4fdae94f78878c3fd9b8445b07,38ea1a52e9068b7b16b159d77139ee61,5,0.83,Jumbo,progress,1.9,2,46,50.0,There's no status in the modern world without the ability to dance.,There's no progress in the modern world without the ability to dance.,1,7,0.0,0.0,0.5,
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,0,0.0,Davinci,theory,2.78,1,142,100.0,are built on facts.,"Theories are what genius is made of.
Theories are built on facts.",8,46,,,,
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,1,0.11,Davinci,theory,0.42,0,49,,,Theories are what genius is made of.,7,36,,,,
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,2,0.22,Davinci,theory,0.27,1,22,100.0,must be built on firm foundations.,Theories must be built on firm foundations.,1,9,1.0,1.0,1.0,1.0
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,3,0.33,Davinci,theory,1.54,2,122,50.0,are old and crumbling buildings.,Inferior theories are old and crumbling buildings.,2,18,,,,
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,4,0.44,Davinci,theory,0.47,0,59,,,Long-standing theories become castles.,4,38,1.0,1.0,1.0,1.0
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,5,0.56,Davinci,theory,0.29,1,15,100.0,Her theory is crumbling.,Her theory is crumbling.,0,0,1.0,1.0,0.0,0.6666666666666666
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,6,0.67,Davinci,theory,0.85,0,84,,,One bad brick makes a whole theory sick.,8,40,,,,
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,7,0.78,Davinci,theory,0.51,0,53,,,I'd be leery of a badly built theory.,8,37,1.0,0.5,1.0,0.8333333333333334
a2b37d0fe0094c7f8856fc1ac6cddcb3,f3cce8c83fed3f1d9216ea35efa1d765,8,0.89,Davinci,theory,0.03,0,3,,,a2b37d0fe0094c7f8856fc1ac6cddcb3,1,32,0.0,0.0,0.0,
3c39ad08c59f417289c1f00331294d92,38ea1a52e9068b7b16b159d77139ee61,0,0.0,InstructBabbage,life,0.81,0,56,,,Not everyone is playing by the same rules in life.,10,50,1.0,0.5,1.0,0.8333333333333334
3c39ad08c59f417289c1f00331294d92,38ea1a52e9068b7b16b159d77139ee61,1,0.17,InstructBabbage,life,1.03,0,93,,,"Even though we are all playing the same game in life, our rewards seem to be different.",17,87,1.0,0.5,1.0,0.8333333333333334
3c39ad08c59f417289c1f00331294d92,38ea1a52e9068b7b16b159d77139ee61,2,0.33,InstructBabbage,life,3.2,3,203,67.0,"If we want to win, we have to be very careful.","If you want to win in life, you have to be a crafty player.",8,26,1.0,1.0,1.0,1.0
3c39ad08c59f417289c1f00331294d92,38ea1a52e9068b7b16b159d77139ee61,3,0.5,InstructBabbage,life,2.55,10,205,10.0,"It's all a game, only the stakes are higher.","Others may have played better than you in this round, but the game is not over yet.",16,60,1.0,1.0,1.0,1.0
3c39ad08c59f417289c1f00331294d92,38ea1a52e9068b7b16b159d77139ee61,4,0.67,InstructBabbage,life,1.64,3,325,0.0,,"In life, be sure to choose a playing board that will cater to your strengths and protect you from your weaknesses.",21,114,1.0,1.0,1.0,1.0
3c39ad08c59f417289c1f00331294d92,38ea1a52e9068b7b16b159d77139ee61,5,0.83,InstructBabbage,life,1.14,2,99,50.0,"There's a game to be played, and I'm game.",There's a game to play in life and you are only on the first level.,10,38,,,,
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,0,0.0,InstructBabbage,idea,0.79,0,46,,,Ideas need to be cared for.,6,27,,,,
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,1,0.14,InstructBabbage,idea,0.36,1,21,100.0,"If we nurture them, they will become real.","If we nurture ideas, they will become real.",1,4,0.5,0.5,0.5,0.5
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,2,0.29,InstructBabbage,idea,0.64,0,82,,,A good idea can open a locked mind better than a key.,12,53,0.0,0.5,0.0,
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,3,0.43,InstructBabbage,idea,1.86,0,75,,,We never known the idea we need until after we have forgotten it.,13,65,0.0,0.0,0.0,
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,4,0.57,InstructBabbage,idea,0.21,1,16,100.0,Ideas scatter over the world like pollen.,Ideas scatter over the world like pollen.,0,0,1.0,1.0,1.0,1.0
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,5,0.71,InstructBabbage,idea,1.9,1,147,0.0,,The best ideas are im our dreams.,7,33,0.0,0.5,0.0,
9bb9e93a32c644a29c5e1f6042c07ff5,f3cce8c83fed3f1d9216ea35efa1d765,6,0.86,InstructBabbage,idea,0.62,1,51,100.0,"Ideas can be watered and nurtured, but they can never grow.","Ideas can be watered and nurtured, but they can never grow unless we fall in love with them.",8,33,,,,
256fbab48a4840fa9ea13f7d20ac5f21,f3cce8c83fed3f1d9216ea35efa1d765,0,0.0,InstructBabbage,life,0.75,0,40,,,Life is played by strategy.,5,27,1.0,1.0,1.0,1.0
256fbab48a4840fa9ea13f7d20ac5f21,f3cce8c83fed3f1d9216ea35efa1d765,1,0.17,InstructBabbage,life,1.12,1,53,100.0,"When we're done playing, we'll be left with nothing.","When you're done playing life, you're done playing period.",7,30,1.0,1.0,1.0,1.0
256fbab48a4840fa9ea13f7d20ac5f21,f3cce8c83fed3f1d9216ea35efa1d765,2,0.33,InstructBabbage,life,1.57,1,62,100.0,husband.,"If life is your wife, then strife is your husband.",9,42,,,,
256fbab48a4840fa9ea13f7d20ac5f21,f3cce8c83fed3f1d9216ea35efa1d765,3,0.5,InstructBabbage,life,3.54,1,234,100.0,We'll just have to be careful how we play it.,"If you win at the game of life you die, and if lose at the game of life you die!",20,59,0.5,0.5,1.0,0.6666666666666666
256fbab48a4840fa9ea13f7d20ac5f21,f3cce8c83fed3f1d9216ea35efa1d765,4,0.67,InstructBabbage,life,0.36,0,47,,,Life's rules were written by fools.,6,35,0.0,0.0,0.0,
256fbab48a4840fa9ea13f7d20ac5f21,f3cce8c83fed3f1d9216ea35efa1d765,5,0.83,InstructBabbage,life,1.1,1,57,0.0,,"Life: win or lose, you're dead at the end.",9,42,0.5,1.0,1.0,0.8333333333333334
2124c17266db4acfaab08a101b6e684e,2c3c84df1b7610fa6d5c5089107f6112,0,0.0,Jumbo,theory,0.8,1,64,100.0,That theory is on the edge of collapse.,A theory can be on the edge of collapse.,3,10,,,,
2124c17266db4acfaab08a101b6e684e,2c3c84df1b7610fa6d5c5089107f6112,1,0.12,Jumbo,theory,0.62,1,72,0.0,,Theories go atop the foundations of hypotheses.,7,47,0.5,0.5,1.0,0.6666666666666666
2124c17266db4acfaab08a101b6e684e,2c3c84df1b7610fa6d5c5089107f6112,2,0.25,Jumbo,theory,0.26,1,32,100.0,That theory has stood the test of time.,Theories can stand the test of time.,4,12,0.5,1.0,0.5,0.6666666666666666
2124c17266db4acfaab08a101b6e684e,2c3c84df1b7610fa6d5c5089107f6112,3,0.38,Jumbo,theory,0.35,1,80,100.0,A scientist draws a blueprint before building a house.,They need blueprints drawn before they can be built.,9,39,,,,
2124c17266db4acfaab08a101b6e684e,2c3c84df1b7610fa6d5c5089107f6112,4,0.5,Jumbo,theory,0.42,2,50,50.0,"We worked hard, and we built that theory from the ground up.",They are built from the ground up.,7,29,1.0,1.0,1.0,1.0
2124c17266db4acfaab08a101b6e684e,2c3c84df1b7610fa6d5c5089107f6112,5,0.62,Jumbo,theory,1.47,2,15,50.0,Remove just one brick from a building and it all comes crashing to the ground.,Remove just one brick from a building and it all comes crashing to the ground.,0,0,,,,
