Timestamp,Please enter your worker ID,Please enter the verification code you received from the interface ,"Independent of its fluency, how helpful was having access to the AI Assistant compared to not having access?",How easy was it to interact with the AI Assistant?,How clear (or fluent) were the responses from the AI Assistant?,What adjectives would you use to describe the AI Assistant?,"Did the way you chose to interact with the AI Assistant change over the course of answering questions? If so, how?",Any feedback or comments?,Why did you find the AI Assistant helpful  or unhelpful? 
6/3/2022 2:16:09,03e7388eb60625a1b4b717a0c876a431,b1ae185d4e084e28ae7b8653d90883b7,5,5,5,smart,"Yes, it will be really easy for me. They have given right clues for me",It was nice and interesting survey,It given clear instruction for the answers
6/3/2022 6:21:27,f760b42395fe6033c46b044fc9979ba2,f0da99071e734618847684d54eca271c,5,5,5,brave,no,Nice and really interesting study,"It is really helpful for me, Because it give the correct clue for the answers"
6/3/2022 10:11:26,96f9fff7a30cc3bb54ac15007b45d6ae,6eca2c70943a42a5b93b0fc939603bec,3,3,3,Robotic,No,,I didn't use it
6/3/2022 10:11:57,9cab0b70602ada54d34062999dfc98d7,f798e28fe12d4d6998aff8db3c7717fb,4,5,4,savvy,"no, but i did have to rephrase questions",,it couldn't answer questions directly 
6/3/2022 10:12:43,14fa69ad5123237be3438374d6351515,be6b3d0df5ac47c8b948066d97032bd0,4,4,4,warm,no,no,It gives the best result compared to the human
6/3/2022 10:14:53,e525afad70e52d65f3e3c154d6bb3e50,ec006f8d8b954f72811458335f1a636f,5,5,5,"Best, Worth",NA,Nice task and thanks for the opportunity,The AI Assistant is better in response
6/3/2022 10:15:15,2d67e45140155ef5b3268ef13336467c,d24e4750361a4aae9ef4bdd690c090fb,4,5,4,no,no interact,Nice task,helpful
6/3/2022 10:15:25,05d0087069845d35432e47a3a8390144,85abd683163044f2bd0fc3a,4,5,4,"engaging, helpful, interactive",No,Thank you for this important study. ,I found it helpful and engaging for this study. It was beneficial. 
6/3/2022 10:15:45,c8c3bf023526db8c500e021700b30a70,c4f7ee56ad674fada110d3b3ce25dca8,4,5,4,just an information bot,if i felt I could guess better then waiting for it to understand me I would,no,it provided me some base line information to come to a conclusion. 
6/3/2022 10:16:07,7f3ade42b94a1648f4b88b99ee65b157,e2b1af4fbf824778a60d7bdc37cea3cc,2,5,5,"Fluent, foolish, dumb, easy","No, it didn't change. I just tried copying-and-pasting the question in to see what the AI assistant would think of it. ",,"The AI Assistant rarely gave sensible answers. For one, it thought that I was talking about Britain when the question seemed to ask about China. For another, it completely misinterpreted the question."
6/3/2022 10:19:07,0824ceff6a8181938c3dc5c85ed026e3,2644993bc4d9432090d29d802aeb3e9b,4,5,3,"typical, usual, straight-forward","No, I still kept it brief but concise.",Thanks,"It was able to help me with a few answers, that's about it."
6/3/2022 10:19:29,163fecd6997e08479be7a72ac100d954,7dc9dbc11ff340fbbe124ccea6f4c338,2,1,2,"unhelpful, incorrect",yes because at first i tried to paraphrase the questions and when that didnt work i tried to copy and paste the exact questions which also didn't work very well,I have no other comments,It did not give correct answers to some of the questions and some of the answers were off topic totally.
6/3/2022 10:20:42,7b865ae762b3dbec4ede7b4d1150fdc0,638936cbc71a4ae8a0d6dad284c0151f,3,2,3,"clunky, flawed, work-in-progress","I tried to change the way I phrased my questions because the AI Assistant often did not understand straightforward questions. It did not understand lists, so I would sometimes ask about individual multiple choice answers instead of all of them at once. I also had to make sure to be careful with my punctuation since that would greatly change the AI's understanding of my question.",I think the AI Assistant needs a lot more work to be viable.,It didn't always understand my question and often gave odd or misleading answers.
6/3/2022 10:20:44,11d1b111fbcc9c2679c12413e347ecf0,8350fa3c9df74338888d488a9c003d94,4,4,3,"informative, interesting, responsive",I used prompts that helped give more information.,N/A,It was helpful to get additional information to help answer the questions.
6/3/2022 10:21:30,45dbc3d985bcc1aa04daea57524de714,b8755fe2da014d1fba534bd691e0d8f4,4,5,5,"Helpful, responsive, thorough",no I don't think so,,It gave me information I needed to answer the questions.
6/3/2022 10:21:48,dcf48fe945284b939e92611967525c2f,cdae8b057ad24cc1919a37e3ec33a538,2,4,1,"basic, unhelpful, mechanical",I tried different search types and got nowhere,"I answered thoughtfully, good luck!",it seemed to act like the i'm feeling lucky button on a google search not very helpful
6/3/2022 10:23:12,e5150aa3ecc672e54d1774d71b9b7850,d3604bd510c042ddb7e56e0ea336e1df,4,4,3,responsive standard clever,No,It's quite an engaging task ,It provide useful answers some of the time
6/3/2022 10:23:49,6588854ceffdfb7d47aed8144feb7e19,04af9e1b6adf420d98cb721f452a00f4,5,5,5,"Competent, quick, smart,","I initially didn't include the multiple choice options because I didn't know how helpful it would be to include them, but after a couple questions with the AI not giving definitive answers without them, I started including them. The information the AI gave when I didn't provide the choices was still relevant and helpful in finding the right answer, but giving the options made the AI give definitive answers. Whether those definitive answers were correct or not, I do not know.",No comments.,"The questions were things that were not common facts that most people would know off hand. So, having access to an AI assistant that has more information is extremely helpful to reference for information. It was good at interpreting my questions and providing relevant information."
6/3/2022 10:24:43,c0ad4cb73134b12e91d6d0d79be9b63d,8f3ecee4282b42a19a38f88f0fa99a03,5,5,5,NOVA,NO,INTERESTING,ITS GIVE 100 PERCNT RESULT
6/3/2022 10:26:20,0d3efd2958bdc5df4016a3ff4209c76b,87b75a3cb6d34b12bcc21ce651faef2e,5,4,4,"Helpful, Quick, Clear",I think I refined how I worded my queries to more quickly and accurately draw the answer I needed from the assistant.,Pleasant experience overall. Definitely missed the assistant on the questions I couldn't use it on.,It generally gave me answers that made sense and answered the questions.
6/3/2022 10:27:04,2051b525ab6d2663f7e12ed69c46c1fe,bc9c0fd2ccc24946a230d492ea78813e,5,5,5,"Nice, helpful, modern, revolutionary, and assistive.","I might have re-worded things in order to get a more clear response, instead of just some generalizations.",No issues. Great survey!,It answered everything almost with total accuracy!
6/3/2022 10:27:37,3a2af45221be48abdc3f6ea0a3dbcbab,13cfc556631f4e5691de7429195c79b1,5,5,5,holding a secondary rank in an office or post: He was assistant to the office manager.," AI will automate more and more tasks. It will disrupt, augment and improve many of the existing work processes. As a result, humans can focus more on the people",Nothing,These AI development services have made sure of making human-to-machine interaction as smooth as possible
6/3/2022 10:27:41,a4cfee82480f25380b95822a8a765bdd,7a4af9e82b1941d99cba5891b4555368,4,5,3,"robotic, non thinking, unintelligent","no, it didnt",,it gave me actual answers to some of the problems.
6/3/2022 10:27:57,d781a18f963298bae320a16064c2425e,547b347eeec340a4a97f43dd1ca58741,5,5,5,"Smart, confident!","Yes! At first, I just copied the question so I knew I could get the answer. After the first round, I started paraphrasing, and the AI still understood what I needed.",I loved working on this project! Would love to work with you guys in the future.,The assistant answered all my questions no matter how I phrased them!
6/3/2022 10:28:21,3b207e166cabba9680863e9346f21971,b3002ae1829a4c4a94718e4c441e0e4d,5,5,4,"succint, quick, ambigious, helpful","I guess it became easier to formulate questions. I tried to follow the instructions and compose the questions in a very specific manner, but it became easier as the task went on.","It was fun! On the last question I knew the answer (about Donald Duck's nephews) so I did not use the AI on those, I hope that is OK. Thanks!","The AI had some ambigiuous answers on some of the questions/answers. For example on the question about what ""food comodities rise"", I tried to follow the instructions on how to ask the question, I included the answers so the AI would pick the correct one. But when the AI answered, it seemed to give me multiple answers, I would have picked at least two of the answers becuase the AI suggested there was more than one correct answer. The answer was 'meat, fruits, beans' of the commodities that rise."
6/3/2022 10:28:46,bb5772277459584f156554fb0a1befe6,fda2cf7a7a424fc19609817f5de5878b,4,3,4,"confusing, basic","I wasn't sure I was supposed to use it after the first time I used it, so I only used it once, sorry. Since it said not to refresh the page, and there was no indication if I was supposed to use it again, I was afraid to try it again. It told me to use it on one question, but then it didn't refresh or suggest that it was ready to be used again. ","Was I supposed to delete my first query and then start again? It would have been good if it had cleared the query space when I went to the next question, or if it had suggested that it was available for the next question after I submitted my answer. Also, the first time I tried to open the page, there was nothing there - no question, so I closed the page & tried again. It seemed fine the second time, but I was worried that it would break again. I wasn't sure if it was ok to delete what I had entered in the query space.","It helped me rule out some of the answers, but it didn't give me a complete response to my questions"
6/3/2022 10:28:46,f4e300f46b4f5ad55ae9d89b56fadda6,f04bb2a0bbe946b4b8806cc3ddc912b8,4,5,3,"Wonderful, Beautiful, Helpful",It did not change,"Some questions were extremely hard especially the last one, and having a AI assistant would have significantly helped. ","Yeah, it was apart from a few instances "
6/3/2022 10:29:05,443e51bca859b06229ef09a077a03e51,debe3f9462074bff831577777eca0f58,1,1,2,"Confusing, misunderstanding, misleading",I tried rewording them over time but I just generally felt like the assistant was not helping. I felt better making guesses than using the assistant. I kept feeling like I didn't fully understand how to use the assistant. ,,I felt like the answers I got were conflicting and actually made me more confused.
6/3/2022 10:30:08,44a24e802a24668609b2b158c3fccf3b,4e7ace2ed26b4ef99768a57a87d6e473,3,3,3,inactive,no,,It was not helpful at all because it did not work.
6/3/2022 10:33:13,5a1d74fd11de16366752098d81c4b901,a94b3f930ce64534b09f8ddf166b2527,5,5,5,"helpful, knowlegeable",no,none,I used the information in the answers
6/3/2022 10:36:24,0099b123eb55d9c5293d1ab44b71407e,b957ce89fa71457a9ba48dd6a147a6f4,5,4,4,"A virtual assistant, also called AI assistant or digital assistant, is an application program that understands natural language voice commands and completes tasks for the user.",Thereby augmenting humans and removing mundane tasks. AI will automate more and more tasks.,Such a good study.,More advanced virtual assistants can process multiple tasks and complex questions using AI and machine learning.
6/3/2022 10:36:54,5d5a318e6ee54981575b4f4de2834add,0e9591e0de9f43d2974493a3a99493e7,4,4,4,"A virtual assistant, also called AI assistant or digital assistant, is an application program that understands natural language voice commands and completes tasks for the user.",No,Good survey.,AI Assistant is very helpful to us.
6/3/2022 10:37:11,f5bb39e9cad6170ff75204041b593048,13c81a2d417347efa36cf42c7f2062e4,4,2,4,"Dense, specific, informative","I used the same approach for each question, where I would try to find the most simple question that would get me a correct answer. If that didn't work, then I would try to incorporate the answers into the question to see if that helped. I used this approach for all questions.","I ended up having to refresh the page toward the end and starting over, because I asked a question that the AI couldn't generate an answer for, and I received a drop-down error message stating this. After I clicked OK, I kept receiving an error message that I wasn't allowed to switch browsers or open other windows. The message kept showing up, no matter how many times I clicked OK, so I eventually refreshed the page. I didn't mind starting over, since it was an interesting survey, but I wanted to mention it in case you noticed that I started over.",Usually the AI Assistant was able to give me an answer that I thought was correct.
6/3/2022 10:37:35,f744f97236adbd365e8c113ff28d448c,92c1b7b1211b4857a2120a789799fc14,5,3,4,"Helpful, quick, (a little) confusing",I just tried multiple different ways of asking the same question until I got some consistency.,"The AI wasn't available at all after the 7th question, I'm not sure if that was supposed to happen.",It gave me helpful answers on questions I had no idea of the answer.
6/3/2022 10:38:12,88a81b4d76d9f31be37a2ffe9bb8e2ab,8906e19044424b6c9da2cb873fc13508,5,5,5,Speedy,No,None,They gave well thought out answers 
6/3/2022 10:40:36,6a82533a4ff20bd43288057a5cc71f78,a065f7edffbf4a868c9cdac9f1bbabf9,3,4,4,grat oral and written skills is important and working as a virtual assistant.,very useful and this is communicate physical  from contact and phone calls,no,very helpful
6/3/2022 10:40:50,409d44b6de4ea0ad791d9b7dc98a2869,34cf226b1a8142ef8c2f20cd4801efce,5,5,5,friendly,no change.,"All clear, no problems.",because some questions was very difficult to respond
6/3/2022 10:41:22,1fa08bf16a69c99e5b232cea30c9f2b7,9301b292a52643b19d3910198474bcd6,2,5,2,"(not exactly adjectives, but) - textbook, definition, stale, strict, cold","Yes, initially I tried to use it as the instruction in the HIT stated, but it didn't work well.  Eventually I just asked the questions repeatedly and tried to find a commonality among the responses it provided.","I didn't think the AI was super helpful.  I thought I could have solved the second half of the questions correctly if I used the AI, however.  They seems much more like questions the AI could find an answer to.","I didn't find it doing much more than pulling definitions from a textbook.  Even attempting to rephrase a question or offering the 4 options I was given as potential answers didn't help.  I eventually found that simply asking the same question over and over was the best way to use the AI.  However, it would still not give me an answer that was available of the 4 choices.  For example, it told me that in 2015 forest coverage was 15%, but that wasn't an available answer for me to choose."
6/3/2022 10:42:16,2e76906711613d1420ac9152b6adb117,3d1d050c0efb4ee78de41368330fd265,4,4,4,Heplful. A bit repeatative if I keep asking for results from the same key words.,I ended up asking a properly written question instead of just entering key words.,,"Overall, it was helpful. It gave me quality information from just a few key words. It was only unhelpful when the question is asking about a very specific subject/answer, and the key words are commonly used by people."
6/3/2022 10:46:21,88250252b24610f46d8416984fb27dd0,52bd0876cff8474ba823b887e28060ec,4,5,4,"simple, quick, easy to use, fluent",not really. i found it difficult to formulate questions that were easy to understand and straightforward and not just restating the original question.,"I wish the whole study was one page. Getting a completion code for the AI part, then having to paste it into the hit window, then having to open a new page for the survey, then having to paste in the same completion code is kind of tedious. Nonetheless the study was well paid and the lone attention check question was very easy, so feel free to be as tedious as you want in future HITs :)","the questions i had had to do with trade and medicine, things that I have little knowledge in. so i just accepted the answers it gave me. the only question that i absolutely knew the answer to was the names of donald duck's nephews. the AI gave me the right answer, so I trusted the AI with the rest of the answers"
6/3/2022 10:46:21,8356241a62ccda8d42b92a3d8e0b06b9,cc944feef6854d0db0f9bb3474580bd4,3,5,5,"Intelligent, smart, kind",no,no,I would say neutral. It at times did not answer the question correctly
6/3/2022 10:46:42,0023238542ad43a3bb311506be4a7d1f,14a701fd91c44c18970bfa8f4d84dbe6,5,5,4,smart quick informed ,I learned what way to input information worked better like adding some af the answers to the input.,thank you,after i fiwured out what to ask he came up with good answers or enough information I could fiqure out answer by asking it another question
6/3/2022 10:47:00,d23cbeb11b633f1bfdb59c90ab9fabed,30ae984edda840f49c9c4a04b4295639,4,5,4,"fast, intelligence ",yes sometimes i thought it was not correct ,ty for letting me participate it was a fun challenge that i have never tried before.,It provided me with answers as to what i was guessing because i was unsure.
6/3/2022 10:47:05,85b342f6b6d98c041484cbc3025f0ab3,e01abf16839544d89073f0bc4e541999,4,4,4,Fun and informative,no,It was a fun study that allowed me to use my intellect and the wits of an AI,some of the answers were a bit off and did not go with the multiple choice
6/3/2022 10:47:18,ade8daaaac19800b5dd03a9323001824,ebf4dae24bb24deea6c60c7f192d3b2b,4,5,4,"helpful, useful ",Not really. But I did try to phrase my questions better or more concisely I guess. ,Thank you. ,"Some times it gave an answer that was obviously the answer to my question, while other times I had to further use deduction to decide which of the multiple choice answers given in the problem was correct. "
6/3/2022 10:47:45,bb5772277459584f156554fb0a1befe6,a2907923a8074a6ca1d989cfc8f04adc,4,4,3,limited,"Yes, I asked the questions more carefully, and expected less, the more questions I asked. It started to repeat its answers, and it became apparent to me that it was not going to look for better answers even if I asked the question differently.","I actually did this twice, because I sort of screwed up the first time & didn't realize that I could use the AI more than once. (Sorry) 
My first code was fda2cf7a7a424fc19609817f5de5878b, and the completion code was 3053157427.  I didn't look anything up in between. The AI interface took a little getting used to, I guess I expected it to clear the field after I submitted the answer to the question.",It helped a little but the answers seemed to be rote - it didn't change when I changed the way I asked.
6/3/2022 10:50:02,1de6da39df6a992bc98400496365713d,8b2d68cb5c4d4362913d6508b05b1389,4,5,3,"Delightful, Useful, Helpful, Attractive.","A little. At the start I tried to just copy/paste the question just to see if it would work. After trying that, I instead looked at the answer it gave, looked at keywords given, and then use those words in my new questions or statements, and that would end up getting me closer to the answer. ","I had to restart this four times. The first time was because I could not see the arrow button on my screen to go to the next question. The other times, some of my statements/questions gave me a popup saying it was unanswerable or in error. So, after that, I got another popup warning me not to tab out. And then another popup, and another, and another. It went on over and over so I had to restart anytime that happened because they'd be endless unless I tabbed out and disabled the popup, as I did not want a rejection.","Well, it was helpful to put me on the right track, and given I didn't know ANY of the answers - which will be shown by answers I gave without the assistant - it was paramount to my performance. In some cases it was vague or difficult, but for the most part it helped me either 1) make an educated guess, or 2) give me the direct answer. So it was helpful in the fact that it provided me with a bit of knowledge to actually give an alright answer."
6/3/2022 10:51:11,043d498b6adbc1701f0231679462cc32,c9afdc6be6b047a296360e09edee6ebd,4,2,3,"nonhuman, non-intuitive, limited, knowledgeable","I tried the leading statement form, and that was more effective than a question seeking information.",Very interesting! But I think it'll be a long time before AI is more than a depository of facts.,"when I phrased the questions well, the answers I needed could be found in the AI's response. One time the answer was complete gobbledygook tho!"
6/3/2022 10:52:42,047f33edf66c14837092eeb2614a67e6,83310280b3af40fe834731578c7728eb,4,4,4,"Useful, interesting.",No.,No.,I found the AI Assistant helpful because it sometimes gave an answer that helped me answer the question.
6/3/2022 10:52:43,807a682b0bd08c5f8dc2a823a76b4b56,48a1fe92a5aa402fbbcaa40cd21b8211,4,4,4,"Slow, clueless",I simplified my questions and made different kinds of searches that I thought would lead to finding the answer by adjusting to how I thought the AI may answer. ,no,I was able to get answers for most of the queries I made. 
6/3/2022 10:53:07,d4f545fed8b48822c7cceddf16c57a21,2c56f4c30a064ed98912af804e76a73f,2,4,2,basic,"No, I don't think I changed over the course of the questions.",none.,The responses did not provide enough information to discriminate between the possible answers.
6/3/2022 10:54:06,f9b7d8796da6c331e0a2daf15439d094,0a646829db3e401b8392580585346e4c,5,4,4,Specific,"Yes, I tried to present the answer choices more clearly.",,helpful
6/3/2022 10:54:24,0989f0d3ec5306228958b10b29339302,9d2403b97bcb45169d32f8c85284023f,3,4,2,"Inconsistent, unreliable, unconvincing, untrustworthy","Initially I tried providing all multiple choice responses to the AI Assistant to see if it could pick out the right response from all options, but I eventually transitioned toward simply asking it the question and seeing if its response matched the answers available from the options. If the answer didn't match, I'd try asking again with some multiple choice responses thrown in. Sometimes I asked the AI Assistant to define the answer choices because I was relatively certain of the answer and wanted to double check my response with the assistant instead of asking it to answer for me.","I accidentally forgot to turn off my ad-blocker prior to starting the study and went to disable it but was hit with the prompt that I shouldn't switch tabs or open a new window. My mouse was barely off the frame. Thankfully the ad-blocker didn't affect the experiment, but please don't trigger the prompt so easily. The warnings aren't really helpful. Besides, you realize that people have multiple devices right? If they wanted to cheat, they could easily use a smartphone or tablet (or voice assistant) and ask it without ever leaving the study and you'd be none the wiser.","I found the AI Assistant unhelpful because its answers were inconsistent. It would provide a different answer depending on how queries were structured so sometimes you'd get different answers if you rephrased your question. This resulted in a lot of second-guessing and needing to think of multiple ways to ask the same query so as to ensure I was getting the ""correct"" answer from the AI. Another problem I found is that the AI Assistant will always give a ""definitive"" response so that it always sounds confident or that it has the ""right"" answer even when it's wrong. If I had accepted the assistant's response without question, I would have gotten some of the questions wrong."
6/3/2022 10:55:46,4d56f6e738520cc5e9e4af91af71835e,b0d918a30e59407589a8deab48bbc6ea,5,5,4,"Entertaining, Useful,Good,Companion","I didn't notice a change, I only noticed that sometimes if I refaced  the question I could get a more precise answer",Thanks,Because it felt like I was not alone in trying to find the answers
6/3/2022 10:59:05,d3e3a60e68f08ef201d04e0ffe9ff2ca,4d22859c906d48b290ea87cfc11e3930,5,5,5,"Reliable, articulate, helpful, organized, perceptive","It depended on how the question was phrased and what kind of information I needed. Sometimes it seemed simpler to just feed the original question to the AI, if it was a simple, straightforward question. But at other times, I needed to rephrase it to make it simpler, or to reverse it.",It was fun to interact with the AI because it worked so well.,It gave me information on topics that I did not know well.
6/3/2022 11:00:16,63810d956fbd53eace64b8348d9f0f16,8e4ae0e1d3114e3ebca89d90eae0cdd3,5,5,4,"Simple, quick and easy","Yes, I started to use less words and tried to be as simple as possible","I kept getting a pop-up that said I had left the page, when I accidentally clicked generate without putting any words in it. I had to restart and open the page again because of it. I had pressed the button by accident. I never left the interactive Question page, on purpose only when it got stuck.","If given the correct wording, they were able to give you the needed answer to the question."
6/3/2022 11:01:24,33e8ff03326c754a44795d864fd66632,37e750f075b14dd09c35b599acfb1a45,4,3,3,"Interesting, helpful","Not really, I just had to modify my questions sometimes.",None,"Sometimes no matter what I tried I couldn't get an answer, other times I got more than one answer which I could only pick one of the two."
6/3/2022 11:04:27,c929c27a59d5e74b0f259a4924f99d70,80f19093cc6844ceaeaadd8b534aa801,3,5,5,"frustrating, incompeteent",I had to ask it more questions as the questions got harder.,,It couldn't really answer my questions. I had to ask additional questions to get to the actual answer.
6/3/2022 11:09:08,b74b0954bbc780a9c1bea103370ca369,8ca8bced0e3b41c4bf3fc538c0459234,1,1,3,"Slow, buggy.","Yes; I just stopped trying to, and answered the questions as quickly as possible, the third time I had to start from the beginning.","The interface is buggy, and it's frustrating to not get a response when reporting it, the first time. I wish that there were an afterlife, and the person who thought it was a great idea to display an alert() that the window has lost focus... after showing an alert() that causes the window to lose focus, could experience an eternity of such loops.  Or, at the least, be forced to work through their creation once and experience it in all its glory. Seriously. I can't even. You're literally displaying an error message (not being able to generate) that then crashes the whole thing. Did no one even bother trying to do this on a machine not on your lab's LAN, or testing instance?  ","I found it unhelpful, because when it couldn't generate a response, the interface did an alert() window about switching tabs, preventing further progress."
6/3/2022 11:09:53,d4319d95ba2f4e5e61b47fde19d991e5,45a1d4f383fa40ddadd8e8c5d38f6983,3,3,2,Vague,I tried rephrasing the query. ,Everything was fine.,"It helped on one, or two, but didn't really give an answer for the rest."
6/3/2022 11:17:06,df98dca2a17957477fd262ca2106df34,fabc4f59e26444a8b6983dfb1af2e396,5,5,5,"Smart, helpful, concise, and thorough.",No it did not change.,N/A,The assistant was helpful because it provided a clear understanding of the answer.
6/3/2022 11:18:26,ce50853ea94b4880854ba2305759309b,57248f06a28e43e79c191aa56aae1f67,4,4,4,useful,"yes, figuring out how to formulate question to get answers , it wasn't a smooth as asking googling. was a little challenging at first to learn how to ask and learn the system , no to formulate to big of a question but something that could help in answer my question.",,"It helped somewhat, it was more challenging to figure out how to ask/ formulate a response that could assist me "
6/3/2022 11:19:02,799ecd4544d26e39e1a2485b5a305317,d3a70b1ca4a948b09fae48450a131c26,4,4,5,"Diligent, Insightful, Adaptable","At first I was trying to work with it and get bits and pieces of answers, then put 2 and 2 together myself. By the end of it, I was using the AI to completely answer things.",None.,"The longer I used it, the more helpful I found it. Really, at a glance it's kind of frustrating to use. However, the more info you feed it the better its results seem to be. If I could go back and restart then I think I'd have a much smoother time with it."
6/3/2022 11:25:02,d0b639731482309d7a085c46c0fbcf56,54814ccc572a43c3afe8c2575c6701ed,3,4,3,"difficult, particular, clunky","I tried rewording my queries to make it pick up something, but I didn't really figure it out. I didn't have many questions to try it on, since I knew a few of the answers on my own. ",,It didn't really pick up good results for my searches. Some of it just seemed randomly generated with those words. It didn't get to information in ways that I'm used to. 
6/3/2022 11:27:47,d035057052c461fd8ed6fbb539db2907,76a69c139f594231b913217c36647a4f,5,5,5,"quick, efficient, easy, reliable ","Yes, I started out being very specific and then started to be a little more general. ",Everything worked great and quick. ,It gave prompt answers with no garbled text at all. 
6/3/2022 11:28:38,a354060748901d785c4720e156553e31,d8690fcc26e74e96a9ee89370a9d1d4d,4,5,3,"interesting, unusual, convienent","Yes, I experimenting a bit with different phrasing and focusing less on grammar but more on key words",no other comments,Once I phrased the questions in a manner the AI could parse it would find the correct answer (except for the Saudi Arabia one)
6/3/2022 11:29:17,f7fb4466e7b2363eb188b5c641be5481,cbea84f5895049139560c617d1041a8d,4,4,5,Knowledgeable,"Yes, I tried wording my questions different to get better answers.",everything was fine!,It provided some answers or at least some exclusions to the questions.
6/3/2022 11:32:26,99084ac3cc29d2b1361e9cd4bde9a8f2,70cbb80d04ea43fa84d66840c7d69c74,4,3,4,"Specific, semi intuitive, intelligent.","Yes. As explained above, I felt I better got the hang of it. It seemed to be more effective with some simplicity. ",No additional comments. ,"The assistant seemed to be able to answer the questions or give a direction. But, it appeared to be wrong or did not always provide one of the possible answers at times. However, I may have been asking the questions in the wrong format. I needed to go back and look at the HIT page (I was given a window warning for leaving the page). I was only able to use the AI for 4 of the 11 questions. At the end, I felt I better got the hang of it, but it was the final question. Some of the questions were complex and I felt I needed to copy everything word for word, but I don't know if this was the best way given the simplicity of the last question and provided answer. I hope I did it correctly. Thanks"
6/3/2022 11:35:46,e7e40ca8e963eb4657d73d3b074e73d9,fabf939907174cb8951bc05d42794145,3,3,3,Novel,No.,No,Didn't really use it as most of the questions were commonsense.
6/3/2022 11:35:48,2fb527b567d10a3ea0dac783c7c2f364,2b218079a71c4aec871b43556757854b,3,5,3,"automatic, uncomprehending","I started asking it multiple questions sometimes, when I didn't already know the answer.",No,"It would give you a different answer depending on how you asked the question. Answers that were completely opposite to one another, even though you had asked the same question, using a rephrasing that hadn't changed the meaning of it. I never knew whether to trust it even when it did give a definitive answer."
6/3/2022 11:35:53,65d64cca90a00436c697cf99a34f7c5f,ae141da8ae57452f9e2186bf9f5ac690,4,3,4,"random, useful, limited","I tried to rephrase my questions. I kind of switched to not asking the question directly, but asked more about the subject or a question that was more general to help me narrow answer choices. Basically I switched from asking the question directly to using it to inform my gaps of knowledge.",,"On a couple questions it didn't really give me a direct answer, but helped me eliminate one of the two answers I was debating. It also helped change the way I thought about the question. Other times it was completely useless."
6/3/2022 11:36:23,5673add8aa8dd1d805dc884c15bdf6bf,3d5b19bd647243f2aa80c9c7591682e5,3,4,4,"understanding, fluent, unreliable","About half way through I tried using the questioning template from the instructions example as I was not getting the definitive answers I had hoped for using my own phrasing methods. But it didn't seem to help much, so I went back to just rephrasing my questions in several ways and looking for common points in the answers.","No, thank you.","It was helpful, but also gave conflicting info at times. Occasionally I thought I asked a clear question and got a definitive answer, but got a very different answer with a slightly different wording (that didn't change the question meaning as I could tell). So I was never really confident that the info I was getting was actually correct or not."
6/3/2022 11:40:08,11e6ce90187a0992ce2b81da1deeb69a,81640d4a09af4b0d9b1f0fe96531562e,3,3,3,Annoying.,No.,,"Using your own methods, it was pretty difficult to get an answer out of the AI. Your own method was the reason for it."
6/3/2022 11:42:42,a2f858b733b23c163c646610845760b9,bed803f646094584a6bd9fc8b4f8c078,2,3,5,Inefficient,I began to ask more specific questions,,It rarely gave me any useful answers
6/3/2022 11:43:53,b9db96401885b8e2ff6821352436c644,0de1c686596a4063ae83043aea0eb019,5,5,4,Knowledgeable ,It did not change.  I asked questions and it gave me the answers I needed.,I thought the AI system performed much better than other AI systems I have used in the past.,The AI was able to answer most of the questions in an easy to understand way.  This made it very helpful.
6/3/2022 11:44:28,853f66f59f7e7c86e224aa807e15990d,3e65e52097a248089eadf7f47044c74e,2,4,3,"Slow, friendly, smart",No,,It couldnt answer some of the questions.
6/3/2022 11:46:04,bcedf135c59d83a13dc59d56993f558d,b0e353e8f2934b97b9427313fe490358,4,4,5,"a person who assists or gives aid and support; helper. a person who is subordinate to another in rank, function, etc.; one holding a secondary rank in an office or post: He was assistant to the office manager","It will disrupt, augment and improve many of the existing work processes. As a result, humans can focus more on the people (your employees and customers) within the organization, making your organization more humane",nothing," Hire AI developers to develop a program through programming languages, mainly python language. These AI development services have made sure of making human-to-machine interaction as smooth as possible"
6/3/2022 11:47:33,f438f289ed74d52b6eea012ef0e092eb,351dcf509f9c4ed085d67ed5c195ec58,2,3,2,"slow, incomplete, semi-useful",No,,It didn't answer my questions very well and I had to guess on some
6/3/2022 11:51:34,3061825d0c10f235cf3348445871a9f7,c73ff7cf17d34002b990e520a22a0310,3,3,2,"inconsistent, interesting, fast","At first, I was willing to accept when it gave me an answer, but after a few questions, I realized that it liked to change it's answer depending upon how I asked my questions. At that  point, I also spent more time re-asking my questions to get more confirmation of the given answers.",,It seemed to give conflicting answers to similar rephrasings of the same queries. I came to not trust it. I'm thinking about the 1909 exploration question most specifically. It really changed its answer depending upon how I phrased my query.
6/3/2022 11:52:49,75e48145fb75ddb291af2f21f2d22050,222c9d5480314ce2a5f8e75aac541919,5,5,5,"Helpful, Fun, Easy",No,Check the AI after the AC question as mine never came back up.,"By asking different questions, I could derive the right answer most of the time. When the AC question came up and the AI was disabled it never came back up. I knew an answer or 2 because I'm a Biology major, but I'm sure the rest was wrong because I couldn't use the AI."
