name,session_id,worker_id,model,prompt,elapsed_time,num_queries,num_events,order_id,prompt_dataset,user_query,completion,query_type,query_index,clue_num,clue_direction,clue_type
crossword-41,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,41,NYT-2," ""florida senator""
"," "" marco rubio  Marco Rubio is a United States Senator from Florida. He was first elected to the Senate in 2010 ","['close', 'keyword']",41,1,down,
crossword-42,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,42,NYT-2," ""where did jennifer lopez grow up""
"," ""  Jennifer Lopez was born in the Bronx ",['question'],42,2,down,
crossword-43,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,43,NYT-2," ""female supreme court justices""
"," ""  There is currently one female supreme court justice ",['keyword'],43,3,down,
crossword-44,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,44,NYT-2," ""beano competitor""
"," "".  Beano is a British comic ","['exact', 'keyword']",44,4,down,
crossword-45,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,45,NYT-2," ""measurement of engine speed""
"," ""  The engine speed is measured in revolutions per minute (rpm).""
","['close', 'keyword']",45,5,down,definition
crossword-46,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,46,NYT-2," ""who wrote the tell tale heart""
"," ""  The Tell-Tale Heart is a short story by Edgar Allan Poe.""
",['question'],46,8,down,
crossword-47,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,47,NYT-2," ""capital of bolivia""
"," ""  The capital of Bolivia is La Paz.""
","['close', 'keyword']",47,11,down,
crossword-48,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,48,NYT-2," ""cities of bolivia""
"," ""  1. La Paz  2. Santa Cruz  3. Cochabamba  4. Sucre  5. Tarija""
",['keyword'],48,11,down,
crossword-49,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,49,NYT-2," ""name for wild guess""
"," ""  1. Your guess is as good as mine.  2. I have no idea.""
","['meaning', 'keyword']",49,14,down,
crossword-50,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,50,NYT-2," ""k-12 fund raising group""
"," ""  A group that raises money to support schools or individual students in kindergarten through twelfth grade.""
","['close', 'keyword']",50,16,down,
crossword-51,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,51,NYT-2," ""another name for dummkopf""
"," ""  clueless""
","['meaning', 'keyword']",51,31,down,
crossword-52,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,52,NYT-2," ""another word for excited""
"," ""  enthused""
","['meaning', 'keyword']",52,33,down,
crossword-53,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,53,NYT-2," ""name for perfect serve""
"," ""  The perfect serve is a smooth and consistent tennis serve.""
","['close', 'meaning', 'keyword']",53,38,down,
crossword-54,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,54,NYT-2," ""katherine hepburn frist movie studio""
"," ""  Katherine Hepburn's first movie studio was RKO Radio Pictures.""
",['phrase'],54,39,down,
crossword-55,173_4f79c3ae884ab24ae11c80ad424a8a5e_text-davinci,4f79c3ae884ab24ae11c80ad424a8a5e,InstructDavinci,173,0.0,1,2,55,NYT-2," ""cheese coating""
"," ""  1 cup (4 ounces) shredded cheddar cheese  1/2 cup all-purpose flour  1/2 teaspoon salt  1/4 teaspoon black pepper  1/4 cup milk  1 egg  ""
","['exact', 'keyword']",55,62,down,
crossword-00,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,0,ELECT," ""brand of cornstarch""
"," "") and other starches ",['keyword'],00,1,down,
crossword-01,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,1,ELECT," ""brand of cornstarch starting with A___""
"," ""B___C___D___E___F___G___H___I___J___K___L___M___N___O___P___Q___R___S___T___U___V___W___X___Y___Z___""
","['lexical', 'phrase']",01,1,down,
crossword-02,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,2,ELECT," ""brand of cornstarch staring with a""
"," "" look of utter incomprehension.  """"Oh ","['lexical', 'phrase']",02,1,down,
crossword-03,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,3,ELECT," ""futbol fan shout""
"," "" at the referee because he's not going to change anything.  And that's what we need to do. We need to start shouting at the politicians ","['close', 'keyword']",03,20,across,wordplay
crossword-04,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,4,ELECT," ""ingredient in lumpia wrappers""
"," "" ","['close', 'keyword']",04,4,down,
crossword-05,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,5,ELECT," ""removed the shell or husk from""
"," "" the seed  remove the shell from (a nut)  remove the husk from (grain) by one of several methods  remove the outer covering of (a banana)  take off (one's clothes)  strip""
","['close', 'phrase']",05,5,down,
crossword-06,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,6,ELECT," ""manufacturer of cornstarch""
"," "" ",['keyword'],06,1,down,
crossword-07,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,7,ELECT," ""pigeon sounds""
"," "" ","['exact', 'keyword']",07,21,across,
crossword-08,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,8,ELECT," ""tandoor fuel""
"," "". It is a very good product and I am very satisfied with it.  Rated 5 out of 5 by Anonymous from Great product! I just received my order and I am very happy with the results. The product is very easy to use and""
","['exact', 'keyword']",08,2,down,
crossword-09,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,9,ELECT," ""pastry with german name""
"," "" ","['close', 'keyword']",09,9,down,
crossword-10,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,10,ELECT," ""streudel""
"," "" ",['keyword'],10,9,down,
crossword-11,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,11,ELECT," ""line spoken to the audience""
"," "" about the importance of the fight for the legalization of marijuana and how it is an issue that is not just about the legalization of the substance ","['exact', 'phrase']",11,27,down,
crossword-12,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,12,ELECT," ""dry sweeping tool""
"," "" ","['exact', 'keyword']",12,41,down,
crossword-13,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,13,ELECT," ""elasticity of demand subject""
"," "" to a budget constraint.  (iii) The elasticity of demand is the ratio of the percentage change in quantity demanded to the percentage change in the price of the product.  (iv) The elasticity of demand is the percentage change""
","['close', 'keyword']",13,49,down,
crossword-14,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,14,ELECT," ""tv star leakes""
"," "" We're not sure what she's trying to say here ","['exact', 'keyword']",14,63,across,
crossword-15,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,15,ELECT," ""to reiterate I__ID""
"," ""__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I__ID__I""
","['close', 'keyword']",15,33,across,
crossword-16,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,16,ELECT," ""ibaid""
"," "" ",['keyword'],16,33,across,
crossword-17,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,17,ELECT," ""sushi tuna""
"," "" bowl  It is refreshing but the taste is firm!  Seafood tomato curry bowl  It is a curry made of tomatoes sour and crisp! Fill with plenty of melted cheese when eating  Pork of rice with stamina ""
","['exact', 'keyword']",17,38,across,
crossword-18,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,18,ELECT," ""ak sushi tuna""
"," "" and how the fish is prepared.  The tuna is cut into large chunks and then seared on a hot plate. The tuna is then cut into smaller pieces and served.  The restaurant also offers a wide variety of other sushi and s""
","['close', 'keyword']",18,38,across,
crossword-19,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,19,ELECT," ""characteristic of both eye color and color blindness""
"," "".  The study also found that the genetic variants that lead to red hair are also associated with a greater risk of developing breast cancer in women.  The findings were published in the journal Nature Communications.  """"We have identified a new""
",['phrase'],19,29,across,sense
crossword-20,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,20,ELECT," ""planking and fidget spinners are examples of this""
"," "".  The problem with this is that the majority of these things are not just fads ","['close', 'command']",20,10,across,
crossword-21,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,21,ELECT," ""actress from """"All That"""" last name brooks""
"," ""  What is the name of the actress from Married with Children?  actress from """"All That"""" last name brooks  What is the name of the actress from Married with Children?  actress from """"All That""""""
",['phrase'],21,11,down,
crossword-22,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,22,ELECT," ""jar jar binks is a sith lord""
"," "" and he has a lightsaber that is a cross between a lightsaber and a light saber!  Jar jar binks is a sith lord and he has a lightsaber that is a cross between a lightsaber and a light saber!  Jar""
","['close', 'phrase']",22,10,down,
crossword-23,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,23,ELECT," ""disney fox wilde""
"," "" disney fox wilde because this is pdf file PDF file  disney fox wilde disney fox wilde no short description disney fox wilde disney fox wilde because this is doc file DOC file  lg lfx""
","['exact', 'keyword']",23,19,across,
crossword-24,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,24,ELECT," ""mario kart dinosaur""
"," "" world.  mario kart dinosaur world the new kart 8 looks like a blast mario kart dinosaur world amiibo.  mario kart dinosaur world kart 8 review mario kart dinosaur world amiibo""
","['exact', 'keyword']",24,62,across,
crossword-25,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,25,ELECT," ""currency of the phillippines""
"," "".  Bitcoin miner nvidia quadro  Bitcoin mining pool hashrate distribution    Bitcoin mining pool hashrate distribution ",['keyword'],25,53,down,
crossword-26,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,26,ELECT," ""island with honolulu on it""
"," "".  the map of the u s states with cities and capitals.  political map of the united states with cities and capitals.  the map of the u s states with cities and capitals.  map of the united states with""
",['phrase'],26,54,down,knowledge
crossword-27,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,27,ELECT," ""Filipino action star Fernando ___ Jr.""
"," ""  A. Garcia  B. Dela Rosa  C. Pacquiao  D. Pacquiao  E. Pacquiao  F. Pacquiao  G. Pacquiao  H""
","['exact', 'phrase']",27,53,across,
crossword-28,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,28,ELECT," ""meso currency""
"," "" is the same as the currency of the country where the bank is located.  The bank is not allowed to make loans.  The bank can only hold cash and other very liquid assets.  The bank cannot trade in stocks or bonds""
",['keyword'],28,53,across,
crossword-29,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,29,ELECT," ""peso currency phillippines""
"," "" pesos pesos phillippines phillippines pesos phillippines pesos phillippines phillippines pesos phillippines phillippines pesos phillippines phillippines pesos""
",['keyword'],29,53,across,
crossword-30,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,30,ELECT," "" Dinner-for-one platforms""
"," "".  “We will be looking to do that again in the future ","['close', 'keyword']",30,42,down,
crossword-31,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,31,ELECT," ""Fjord or ria"," "" ",['keyword'],31,31,down,
crossword-32,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,32,ELECT," ""onsets adv___s""
"," ""ick_days___days_away_from_work_for_illness___by_type_of_illness_and_sex___2012___uk  Dataset information Dataset information Dataset information Dataset""
",['keyword'],32,45,across,
crossword-33,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,33,ELECT," ""onsets adv""
"," ""okat ","['close', 'keyword']",33,45,across,
crossword-34,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,34,ELECT," ""last name of abigail from philosophy tube""
"," ""  Abigail is a beautiful name for a girl and it also comes from the bible. It's a name that is very becoming for a girl. It's not a name that is very common ","['close', 'phrase']",34,30,down,
crossword-35,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,35,ELECT," ""alba brooks""
"," "" ",['keyword'],35,11,down,
crossword-36,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,36,ELECT," ""alma brooks""
"," "" ",['keyword'],36,11,down,
crossword-37,151_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,151,0.0,1,2,37,ELECT," ""anna brooks all that""
"," "" was left was a small pile of dust. The only thing that had remained was a small ",['keyword'],37,11,down,
crossword-00,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,0,NYT-2," ""list some fairy tales""
"," "" that you enjoy.  What is your favorite fairy tale?  What is your least favorite fairy tale?  What fairy tale do you wish had a happy ending?  What fairy tale do you wish had a sad ending? ""
",['command'],00,8,across,
crossword-01,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,1,NYT-2," ""blank in boots""
"," "" and a cowboy hat ",['keyword'],01,8,across,
crossword-02,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,2,NYT-2," ""who are the senators from florida?""
"," ""  who are the senators from florida?  who are the senators from florida?  who are the senators from florida?  who are the senators from florida?  who are the senators""
",['question'],02,1,down,
crossword-03,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,3,NYT-2," ""senator from florida""
"," "" ",['keyword'],03,1,down,
crossword-04,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,4,NYT-2," ""women supreme court justice""
"," "" Ruth Bader Ginsburg ",['keyword'],04,2,down,
crossword-05,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,5,NYT-2," ""what makes an atlas statue""
"," "" so valuable? The statue's rarity. The Atlas is only one of two statues that are able to hold the world in their hands. The other statue is the Dravus. With the Dravus in the hands of the Dravusians""
","['close', 'question']",05,3,down,
crossword-06,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,6,NYT-2," ""how to measure engine speed""
"," "" on a mercury outboard motor.  how to measure engine speed on a mercury outboard motor.  how to measure engine speed on a mercury outboard motor.  how to measure engine speed on a mercury outboard motor. ""
","['close', 'question']",06,5,down,definition
crossword-07,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,7,NYT-2," ""what is a wild guess""
"," "" ",['question'],07,14,down,
crossword-08,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,8,NYT-2," ""where is coffee grown in hawaii""
"," "" coffee where is coffee grown in hawaii coffee is grown in the coffee is grown in the kona coffee is grown in the kona coffee is grown in the kona district of coffee is grown in the kona district of the coffee is grown in""
",['question'],08,18,down,
crossword-09,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,9,NYT-2," ""list beasts of burden""
"," "". They were the only animals that could survive the harsh conditions of the steppes ",['command'],09,24,across,
crossword-10,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,10,NYT-2," ""big city in new york""
"," "" ",['phrase'],10,1,across,knowledge
crossword-11,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,11,NYT-2," ""what is a valedictorians grade""
"," "" point average  what is a valedictorians grade point average  what is a valedictorians grade point average  what is a valedictorians grade point average  what is a valedictorians grade point average""
",['question'],11,13,across,
crossword-12,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,12,NYT-2," ""superfruit from south america""
"," "" ","['exact', 'keyword']",12,28,across,
crossword-13,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,13,NYT-2," ""annual science fiction awards""
"," "" ","['exact', 'keyword']",13,34,across,
crossword-14,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,14,NYT-2," ""dummkopf""
"," ""“ ","['exact', 'keyword']",14,31,down,
crossword-15,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,15,NYT-2," ""red pill in matrix""
"," "": it’s a good movie ","['close', 'keyword']",15,45,across,
crossword-16,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,16,NYT-2," ""viking comic""
"," "" book series that I’ve ever read. It’s a fast paced ",['keyword'],16,37,across,
crossword-17,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,17,NYT-2," ""capital of bolivia""
"," ""  la paz ","['close', 'keyword']",17,11,down,
crossword-18,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,18,NYT-2," ""judicial capital of bolivia""
"," ""  Potosi is the capital of the department of Potosí ","['exact', 'keyword']",18,11,down,
crossword-19,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,19,NYT-2," ""school fund raising groups""
"," "".  The American Legion is a fraternal group that was founded in 1919 for veterans of the First World War.  The VFW was founded in 1914 for veterans of the First World War.  The Auxiliary is the women's""
",['keyword'],19,16,down,
crossword-20,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,20,NYT-2," ""english singer george""
"," "" michael has died at the age of 53 ","['close', 'keyword']",20,23,across,
crossword-21,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,21,NYT-2," ""do the right thing characters""
"," "" in the book.  Book report on the book thief by markus zusak. The book thief is a novel by markus zusak that tells a story of a young girl living in munich ",['question'],21,27,down,
crossword-22,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,22,NYT-2," ""diner slang eggs""
"," "" and bacon.  """"I'm not hungry ",['keyword'],22,25,across,
crossword-23,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,23,NYT-2," ""dry wine""
"," ""”.  The “dry” term was created by the French in the mid-19th century to differentiate between wines with little or no residual sugar and wines with sweet ","['close', 'keyword']",23,22,down,
crossword-24,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,24,NYT-2," ""japanese car river""
"," "" rock stone crusher machine from china. you can get the price list and a gulin representative will contact you within one business day. Get Price  stone crusher for sale in japan stone crusher for sale in japan. as""
","['close', 'keyword']",24,60,across,
crossword-25,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,25,NYT-2," ""isuzu river""
"," "" ",['keyword'],25,60,down,
crossword-26,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,26,NYT-2," ""orr-ida""
"," ""-football-2017-10-21 ",['keyword'],26,68,across,knowledge
crossword-27,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,27,NYT-2," ""nemos home""
"," ""ostasis and the maintenance of body temperature. The presence of a circadian clock in the central nervous system is not surprising given the importance of circadian rhythms in the regulation of behavior and physiology. In mammals ",['keyword'],27,46,across,
crossword-28,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,28,NYT-2," ""finding nemo home""
"," "" ",['keyword'],28,46,across,
crossword-29,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,29,NYT-2," ""actor patel""
"," "" ","['exact', 'keyword']",29,46,across,
crossword-30,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,30,NYT-2," ""who is the actor named patel""
"," "" in the film “sholay”?  Answer:  This is a very interesting question. It’s not easy to find the answer.  The film “Sholay” was released in 1975""
",['question'],30,46,across,
crossword-31,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,31,NYT-2," ""what are some cities in bolivia""
"," ""  what are some cities in britain  what are some cities in brazil  what are some cities in bulgaria  what are some cities in burkina faso  what are some cities in b""
",['question'],31,11,down,
crossword-32,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,32,NYT-2," ""what are some golf scores""
"," "" that are good for mid-handicap golfers?  what are some good scores for golfers in their mid-30s?  What's a good golf score for a man in his mid-50s?  what""
",['question'],32,9,down,
crossword-33,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,33,NYT-2," ""vollyball terms""
"," "" ",['keyword'],33,70,across,
crossword-34,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,34,NYT-2," ""tell me some sneaker brands""
"," "" that are good for running. I don't want to spend a lot of money because I'm a beginner ",['command'],34,51,down,
crossword-35,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,35,NYT-2," ""what is a cheese coating""
"," ""? is it like a thin layer of cheese?)  I would also like to know if anyone has used these in the oven ","['close', 'question']",35,62,down,
crossword-36,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,36,NYT-2," ""george ezra""
"," "" new song  george ezra new song  george ezra new song  george ezra new song  george ezra new song  george ezra new song  ge""
",['keyword'],36,23,across,
crossword-37,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,37,NYT-2," ""reproduction""
"," "" has been widely distributed.  (4) The work is not being commercially exploited by the infringer.  (5) The infringer has not made a significant number of copies.  (6) The infringer has not performed""
",['keyword'],37,43,across,
crossword-38,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,38,NYT-2," ""what is another name for eggs""
"," "") and it is a great way to get protein into your diet. You can also use egg whites as a substitute for regular eggs.  3. Oatmeal  Oatmeal is a great source of fiber ","['meaning', 'question']",38,25,across,
crossword-39,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,39,NYT-2," ""boliva cities""
"," "" in order to avoid the congestion of the capital city.  The city is served by Viru Viru International Airport.  The city is served by the nearby Puerto Busch Airport.   ""
",['keyword'],39,11,down,
crossword-40,173_bb15b073472e6012eeb6b2bd840b6777_davinci,bb15b073472e6012eeb6b2bd840b6777,Davinci,173,0.0,1,2,40,NYT-2," ""beano competitor""
"," "" ","['exact', 'keyword']",40,4,down,
