session_id,worker_id,model,prompt,prompt_dataset,fluency,helpfulness,ease,joy,helpfulness_freetext,change_freetext,adjectives
187_adc21a46888fbaf24d5bf3de988c09ed_ai2-jumbo,adc21a46888fbaf24d5bf3de988c09ed,Jumbo,187,SIT,3,2,4,3,because they were not able to answer most of the questions I had,no,"quick, responsive, confused"
191_4cc14c46cbd6625508879475c8faba2c_text-davinci,4cc14c46cbd6625508879475c8faba2c,InstructDavinci,191,LOVE,4,3,4,4,It gave some solid answers most of the time using sentence fragments from me.,I used simple search terms and didn't worry about my sentences being grammatically correct.,"slow, accurate, helpful"
191_dc73505099bca8ee5514c3eefdca4916_text-davinci,dc73505099bca8ee5514c3eefdca4916,InstructDavinci,191,LOVE,3,3,4,4,it understood me fine sometimes and sometimes it wont understand simple quesions ,no,"undecided, strang"
191_34a6c2bc151b3162c8158f48bda8c603_text-davinci,34a6c2bc151b3162c8158f48bda8c603,InstructDavinci,191,LOVE,3,2,4,3,"It didn't have many answers, or very good fill-in-the blank skills",,"New, informed, not specific"
191_bbeffde989f18ac2b24708a4519045e1_text-davinci,bbeffde989f18ac2b24708a4519045e1,InstructDavinci,191,LOVE,3,2,2,2,overall not too helpful.,"no, I just gave up really trying to get help actually over time. Each time I asked something things got worse.","unaware, ineffective."
191_07f320faed67b2aece0fb3bde1f87998_text-davinci,07f320faed67b2aece0fb3bde1f87998,InstructDavinci,191,LOVE,4,5,5,5,The AI helped me answer questions. It gave me the answers typically and sometimes gave me hints.,Sometimes I would have to ask it a certain question a certain way to get an answer.,"smart, fast, efficient, knowledgeable "
191_2cf775109e6a8e128d74e2deb2ba5cb1_text-davinci,2cf775109e6a8e128d74e2deb2ba5cb1,InstructDavinci,191,LOVE,2,1,4,1,"I got next to know usable answers from the AI, lots of repeats & rewordings","I tried not to use it too much, especially in the beginning","disappointing, lackluster"
191_89a78d3c80359f21033b807b61a9abcf_text-babbage,89a78d3c80359f21033b807b61a9abcf,InstructBabbage,191,LOVE,2,1,3,1,It was unhelpful.  It would give false answers and just repeat what I wrote.,"Yes, I changed up my sentence structure, added quotation marks and then just stopped talking to it once it was useless to me.","incompetent, frustrating, unhelpful"
191_d77d60e197e1bd06f21d78aef779b54c_text-babbage,d77d60e197e1bd06f21d78aef779b54c,InstructBabbage,191,LOVE,2,2,2,1,"A bit better than the last times, but still quite useless",I tried to rephrase questions but didn't get straight answers.,"careless, useless"
191_cb9564a86f8e811b6767152bd6bf090c_text-davinci,cb9564a86f8e811b6767152bd6bf090c,InstructDavinci,191,LOVE,5,4,4,4,"The AI knew a lot of facts that I could never have even guessed at by myself, but it also tended to give conflicting answers to the same question, depending on how I asked it.","I tried to use a variety of techniques when asking questions, to avoid getting misleading answers, and I also learned quickly that I needed to confirm the responses by asking the same question multiple times (in different ways).","Knowledgeable, Helpful, Easily confused"
191_5f016d0d9d7fedb61139db7b2be77edb_text-babbage,5f016d0d9d7fedb61139db7b2be77edb,InstructBabbage,191,LOVE,4,3,3,3,"I wasn't able to get many correct responses from the AI, but I didn't utilize it a whole lot since I was pretty successful on my own. I did get a couple unhelpful responses -- for instance, I thought the ural mts were in russia, but AI told me south america i think. and the clues I was stuck on were less factually based and more the obscure or 'cutesy' crossword type.","Yes, once I got a seemingly wrong response I was less inclined to rely on the AI. Also, after I got some generic unhelpful responses, I realized I had to be more specific with my questions -- which was also frustrating since I didn't want to waste my time with that. I used the AI to confirm some answers instead of relying on it to come up with answers on its own.","inconsistent, average, so-so, non-intuitive"
191_11c58d49972d7e0363017954352a5398_ai2-jumbo,11c58d49972d7e0363017954352a5398,Jumbo,191,LOVE,4,2,5,2,"I could not seem to crack the way to get at the information I wanted. It seemed like it was just pulling anything that had to do with the words I input, rather than trying to evaluate them as a request","I kept trying different actions, but it was not really responsive. I think it only really helped on a couple of questions.","frustrating, random, "
191_b544f1b08cda68d4a328958398b4173b_davinci,b544f1b08cda68d4a328958398b4173b,Davinci,191,LOVE,3,3,5,5,"My teammate wasn't as helpful today as they have been previously. I think the clues were very difficult, but it was able to solve a few of them",I tried giving different clues if the first one wasn't clear,"friendly, interesting, helpful"
191_decc04622d39342de7acc27065ca7a21_text-babbage,decc04622d39342de7acc27065ca7a21,InstructBabbage,191,LOVE,2,2,2,2,"Most of the time, the AI Teammate have me unresponsive answers or even led me to incorrect answers.","I got an early answer that seemed appropriate, so I tried to interact often with the AI Teammate to get its input. However, I eventually discovered that the early answer was wrong so I became less tolerant of the AI Teammates mostly irrelevant responses.","confusing, incoherent, lost"
191_9cab0b70602ada54d34062999dfc98d7_text-davinci,9cab0b70602ada54d34062999dfc98d7,InstructDavinci,191,LOVE,4,3,5,3,it never gave me very relevant answers,i tried different syntaxes with questions,"ignorant, unknowing, clueless"
191_9cf53ac9fa5451a616d830159b722731_ai2-jumbo,9cf53ac9fa5451a616d830159b722731,Jumbo,191,LOVE,3,3,2,2,It did help find some answers but I often needed to rephrase the same question half a dozen times for it to even say something related or useful.,no,"confusing, difficult, nonsensical"
191_1e6a88420b942084b82e6758f73315f8_ai2-jumbo,1e6a88420b942084b82e6758f73315f8,Jumbo,191,LOVE,2,2,3,1,"It repeated my question multiple times more often than not, or gave me an answer that didn't make sense.",no,"broken, unhelpful, frustrating"
191_ddb694ab7e8cbbcdc1f8c144d35a4bb0_davinci,ddb694ab7e8cbbcdc1f8c144d35a4bb0,Davinci,191,LOVE,3,2,2,3,"It can hard to frame the question to get a response.  Sometimes I would write a question and all I would get back was a repeat of the question I had posed.  I feel like there has to be a method, that I did not find, to constructing the questions.","I tried different ways of posing questions, but did not settle on a method that I felt confident using.","Unclear, frustrating, vague, unhelpful"
191_27d5ac2483f94bf51117c69a863e51c4_text-davinci,27d5ac2483f94bf51117c69a863e51c4,InstructDavinci,191,LOVE,2,2,4,3,"I felt the AI teammate was troublesome for the most part. One thing really confused me. The question was 'Waterloo band."" I asked the AI if ABBA sang Waterloo. The AI said ""NO."" I knew that was wrong. So, I had to then say ""Did ABBA sing Waterloo?"" and it then finally answered correctly. I'd say maybe 20% helpful. I had to try to figure out a lot of things on my own. I was able to do more without it, even though I tried to use it often.","Yes, I tried to ask things in different ways.",annoying simple confused
191_38ea1a52e9068b7b16b159d77139ee61_ai2-jumbo,38ea1a52e9068b7b16b159d77139ee61,Jumbo,191,LOVE,3,4,3,4,"The AI was able to give me information in areas where I had no background knowledge.  Sometimes, it didn't give me the answer right away.  However, it often gave me enough info to answer a question that I wouldn't have gotten otherwise.",It didn't change for the most part.  The way that I interacted from the beginning of the task was the same as the end of the task. ,Expansive.  Decent.  Useful. 
191_bad44ae4b2f6267a9f757a11f17546b9_ai2-jumbo,bad44ae4b2f6267a9f757a11f17546b9,Jumbo,191,LOVE,2,2,5,2,"My AI teammate often responded in a nonsensical manner. When it did, its answer was often in the wrong context. My AI teammate only seemed helpful in reinforcing my own guess at a word.",I initially tried to use keep my queries short however I was unsure if the brevity of my queries were difficult to understand. I eventually tried making some of my queries longer and structured more as complete sentences.,"unreliable, unpredictable, confused"
191_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,191,LOVE,2,2,4,2,"It gave me a couple clues that may or may not have been right, and confirmed one answer I already knew, but otherwise didn't ever get any answers.",I worked with it more as I ran out of clues that I could get myself.,"inarticulate, inaccurate, random"
191_1e1f5577348f76027d7884815297109a_text-davinci,1e1f5577348f76027d7884815297109a,InstructDavinci,191,LOVE,3,3,4,3,"It gave me junk answers often, but I was able to solve a couple of problems with it's hints. Sometimes I didn't know how to word the clues","I asked a lot of questions at first, but barely any towards the end because I got as much out of it as I could early on.","helpful, confused, strange, repetitive, smart, odd"
191_2c3c84df1b7610fa6d5c5089107f6112_text-davinci,2c3c84df1b7610fa6d5c5089107f6112,InstructDavinci,191,LOVE,4,3,4,3,"It was sometimes not too helpful, but when I presented it with very specific questions, it was able to find the answers. Definitely better than the last time I tried.",I just tried to keep queries pretty simple and not open-ended.,"factual, simple, literal"
191_5cc2c70d7d6e4df12ad3ac8bb85afe51_text-babbage,5cc2c70d7d6e4df12ad3ac8bb85afe51,InstructBabbage,191,LOVE,4,3,5,3,I think half the time the responses were not helpful but the other half of the time they offered another clue.,I didn't notice a change in the bot's responses. It seemed to just give me answers to my prompts unless it didn't understand them.,"Mediocre, robotic"
191_ade8daaaac19800b5dd03a9323001824_davinci,ade8daaaac19800b5dd03a9323001824,Davinci,191,LOVE,5,1,4,3,"It didn't seem to understand some questions, like when I asked who won the 2018 world cup it first told me who played. Then it said Germany, but the answer in the puzzle was France. It repeated itself on one question, spitting out repetitive sentences. ","I saw that it was very literal, so abstract or word play type questions would need to be worded very carefully. ","unintelligent, simple, literal"
191_9f2411c21cd11979bc6fd3df674a6db4_text-davinci,9f2411c21cd11979bc6fd3df674a6db4,InstructDavinci,191,LOVE,4,3,4,2,in some parts yes.  particularly in verifying a correct answer.,i ended up mostly using it to check my answers.,"choppy, inconsistent, underwhelming"
191_a2f858b733b23c163c646610845760b9_ai2-jumbo,a2f858b733b23c163c646610845760b9,Jumbo,191,LOVE,1,1,1,1,The answers were pretty much always nonsense and never helped. There was only one answer the whole time that helped at all.,no,"dumb, stupid"
191_a12ed9479f4ab6e0bb31dd836287a267_davinci,a12ed9479f4ab6e0bb31dd836287a267,Davinci,191,LOVE,3,2,3,2,It didn't really give me many answers. I had to figure them out myself.,Maybe a little bit as I figured out how it was searching for words/answers. ,"incomplete, unintuitive, scattered"
191_ade83d319adf6296b57cfe1d004e1cf7_text-davinci,ade83d319adf6296b57cfe1d004e1cf7,InstructDavinci,191,LOVE,3,2,5,3,it only helped with a couple answers but it did help,not really sometimes had to be more specific about what I was asking,rudimentary
191_58ede2e11bfd5b72a7628d99020d3dcf_ai2-jumbo,58ede2e11bfd5b72a7628d99020d3dcf,Jumbo,191,LOVE,2,3,4,3,"It was a mixed bag.  The responses were mostly unhelpful and it didn't seem to understand my questions, but it did give a few key pieces of information a few times that helped and I also used it a few times to confirm answers I thought might be correct (like I thought I had heard of Arlo Guthrie before).  In general though, it helped to just bounce my ideas off something, anything.","Not really.  I tried a little bit of everything the whole time, like asking specific questions or just putting in a keyword or phrase to see what the response would be.  I think towards the end I realized it might be better to just use it for confirmation and to work out my own ideas by simply writing them down in the chat, whether or not it gave any meaningful response.","half-baked, novice, elementary, unreliable"
191_7022a7dc52f8f23d958b277ad98256cb_davinci,7022a7dc52f8f23d958b277ad98256cb,Davinci,191,LOVE,2,1,4,2,Seemed like it just pulled what i asked it and gave random semi-related sentences.,I started asking direct questions and later tried to choose words that might end up in a sentence together instead,"confusing, simple"
191_d40ca11d7e77b9c94dfb423a2ba1a560_text-babbage,d40ca11d7e77b9c94dfb423a2ba1a560,InstructBabbage,191,LOVE,4,4,4,3,It seemed to respond coherently to all my inquiries.,Not really. I tried asking generic questions.,"Knowledgeable, Encyclopedic"
191_7d7e3d5f1cebfca6921bc925218708d6_davinci,7d7e3d5f1cebfca6921bc925218708d6,Davinci,191,LOVE,3,1,2,1,It gave me a lot of very off the wall or highly repetitive answers.,"Not really, I think I tried quite a few different methods to try to get relevant results and nothing helped.","Annoying, useless, dense"
191_77a89d6d08e0670d8aa3ca078c3f3692_text-babbage,77a89d6d08e0670d8aa3ca078c3f3692,InstructBabbage,191,LOVE,4,2,5,4,I found the AI teammate to mostly be unhelpful because it would give me a clearly wrong answer many times that I either knew was wrong or did not have the right amount of letters. ,I chose to interact with it less and less over time because it kept giving me wrong answers. Like that the United States won the 2018 world cup which I knew was straight wrong.,"Friendly, knowledgable, unhelpful"
191_1233e6143e7d61fd76e9682ace6dff81_text-davinci,1233e6143e7d61fd76e9682ace6dff81,InstructDavinci,191,LOVE,3,3,4,3,somewhat helpful,Not really,capable
191_5c7cee0b29134f53518d8d3076f313af_davinci,5c7cee0b29134f53518d8d3076f313af,Davinci,191,LOVE,1,1,3,2,Al Teammate's replay was nonsense,no,"stupid, useless"
191_1563a227581ba09795553ffbd7af5e19_davinci,1563a227581ba09795553ffbd7af5e19,Davinci,191,LOVE,1,1,3,2,It was mostly random answers regardless of how I worded questions,"Yes, I used it less as I went along although I continued to try","Random, Distracted, Inefficient"
191_d9805ee439b841ba9654bc030e5f1d54_text-babbage,d9805ee439b841ba9654bc030e5f1d54,InstructBabbage,191,LOVE,1,1,4,5,just gave me random answers to my questions that made no sense,no,"drowsy, dull"
191_3a1d3fbb71f65821c90a1e865636abbd_text-babbage,3a1d3fbb71f65821c90a1e865636abbd,InstructBabbage,191,LOVE,2,1,5,3,I don't know if I just was not good at wording but the AI was barely useful.  I spent more time guessing things I knew I had a chance of figuring out.,Yes.  Occasionally I found a new way to word questions.,Unknowledageable
191_8e9d2087b37a3bd7ec2e61d57fef253c_davinci,8e9d2087b37a3bd7ec2e61d57fef253c,Davinci,191,LOVE,3,3,4,3,"It felt like the AI said a lot of things that didn't make sense, especially when it just repeated my input over and over.",I tried to reword my input to see if the AI would give me better clues as I went on with the puzzle.,"confusing, unreliable, strange"
191_b385ae0968cd92d275a585c4ad6a6a12_ai2-jumbo,b385ae0968cd92d275a585c4ad6a6a12,Jumbo,191,LOVE,2,2,2,2,"The AI Teammate was very hit or miss on responses. I found out fairly quickly that how you word your question is very important because it will reply with gibberish, sort of non relevant information if the question proposed isn't constructed right. I thought overall the AI was not very helpful, although it did help me solve some of the crossword questions. ","Yes the way I formed my questions to ask the Ai Teammate changed over the course of solving the crossword puzzle. I would critically think what the topic was I was asking about and try to word the questions around what I thought it was. At first I just sort of asked ""what is?"" to everything, but then I started to apply situations or scenario type questions. ","Picky, Quick, Inexact, Imperfect, Convenient "
191_7c8c79ab948dfab615629dd6fbf52ea0_ai2-jumbo,7c8c79ab948dfab615629dd6fbf52ea0,Jumbo,191,LOVE,1,1,1,1,it was repeating my questions,"no,I was trying my best to ask questions but no luck.","useful, confusing"
191_04e9a0074ddb6a477380f38351c5c0cb_davinci,04e9a0074ddb6a477380f38351c5c0cb,Davinci,191,LOVE,2,2,4,1,it didnt response clearly enough or didnt understand my question,"none, i try to keep the questions simple and small","lazy, slow,  irrelevent "
191_0447f4b84bf4596bd14cc542123202c9_text-babbage,0447f4b84bf4596bd14cc542123202c9,InstructBabbage,191,LOVE,3,2,4,3,I generally did not receive usable answers no matter how I posed the questions.,"No change, because in most cases it was not helpful at all.","Uninformed, dull, fairly useless"
191_ecdd55cfdfcaf0ad97cb2c5d97858b64_ai2-jumbo,ecdd55cfdfcaf0ad97cb2c5d97858b64,Jumbo,191,LOVE,1,2,2,1,"it didn't help all that much, it only helped me on 2 or 3 answers",I tried different things to get it to say something useful,unhelpful
191_2189c25eb08d77cbd030f0e52dce9bca_text-babbage,2189c25eb08d77cbd030f0e52dce9bca,InstructBabbage,191,LOVE,3,1,5,1,"I think he only helped me find one answer, total. otherwise he was COMPLETELY unhelpful. it may be my own fault though, maybe I wasn't asking him the right questions. in the end he just slowed me down and I don't know why I kept asking him. or it, whatever.",I mostly stopped asking him and just tried to use my own brain.,"confused, robotic"
191_97d2cbfd1df5842a08eb67fbd8a81979_text-davinci,97d2cbfd1df5842a08eb67fbd8a81979,InstructDavinci,191,LOVE,3,3,5,3,"It helped me with some answers to questions that were easy to ask about, but questions that required logic to figure out, it wasn't much help with.","No, it stayed the same.","helpful, simple"
191_704fc20597ae49335cb0df31de7c86be_text-babbage,704fc20597ae49335cb0df31de7c86be,InstructBabbage,191,LOVE,4,2,5,4,I had a hard time getting the answers to the crossword. Some answers I knew by knowledge and I had difficulty asking the AI in a way in which it would give me the answer. Only a couple of the questions was I able to get an answer from the AI quickly.,Not really; I tried to ask basic questions or tried to type easy to complete sentences to get answers. It had a hard time following me even when I was being simple.,"Useless, inattentive, ignorant"
191_cb140f43284f77aa98e87d2dba1c636b_text-davinci,cb140f43284f77aa98e87d2dba1c636b,InstructDavinci,191,LOVE,4,3,5,3,It was able to provide me with some information but there were many times when it just repeated random words instead of coherent answers or statement. It also didn't complete a lot of sentences so I didn't get enough information to answer my questions sometimes.,I stopped only asking questions after a while and only input phrases to see if it would finish them or provide any clues.,"Confused, useful"
191_5bc2669ad80a02909bc9eb9ba531b5ae_text-davinci,5bc2669ad80a02909bc9eb9ba531b5ae,InstructDavinci,191,LOVE,3,3,3,3,answers were mostly wrong,"Yes, tried different ways of wording things.",confused unreliable
191_99f4a63834df94b7670d9427255c8a64_davinci,99f4a63834df94b7670d9427255c8a64,Davinci,191,LOVE,3,2,2,1,"A lot of times it would just repeat my question over and over. I would try to reword my request and sometimes it would come up with random passages that seemed to be taken from books or personal accounts. I even had trouble asking simple requests, such as ""what are some lakes in cleveland?"" I had to ask three or four times to get actual lakes in cleveland. ",There were times I just wanted to solve the puzzle on my own because I did get frustrated when the AI answered by repeating my question over and over. I felt I was asking clear questions so I wasn't sure why I was getting the answers I did. I continued to work with the AI as much as I could as I did not help with quite a bit of the puzzle. ,"Available, willing, wordy, incorrect"
191_ca8f171d201e05ab91f1f9c21ec5de41_text-babbage,ca8f171d201e05ab91f1f9c21ec5de41,InstructBabbage,191,LOVE,4,4,4,3,"When the AI knew the answer, it usually gave a correct answer.","Yes, I would reword my question if the AI failed to provide a correct answer to a question.","helpful, knowledgeable, confident"
191_3061825d0c10f235cf3348445871a9f7_ai2-jumbo,3061825d0c10f235cf3348445871a9f7,Jumbo,191,LOVE,3,2,4,4,"To start, some of the answers were very odd/gibberish. Beyond that,  with some of the questions, it was clear to me that I couldn't even lead the AI to an answer even giving hints, things like puns are a perfect example of this. multi-word phrases were another. Where it was the most helpful is in asking for things like names of crackers or names of clowns or Ford model cars. Factual type things that didn't require logic.  I could also use it to get indirect answers by asking about things like movie plots, so it was helpful even if it couldn't give a direct answer. ","Yes, I learned that it was pretty good at giving lists of names. So I'd ask for a list of car models rather than ask for a car model that begins with T which seemed more likely to lead to a gibberish answer. Also, after a while, I'd try different ways to get it to say the correct answer by asking more indirect questions rather than basically just restating the clue, which was my initial strategy.","inconsistent, fast, repetitive, literal"
191_97015de7c03d7318af400145a2e053ae_text-davinci,97015de7c03d7318af400145a2e053ae,InstructDavinci,191,LOVE,5,4,5,4,"The AI Teammate was generally helpful in providing the right answer to my questions. Whenever I needed help, which was often in this puzzle, the AI would return the relevant information. I did run into some instances where the AI teammate would provide information that was not relevant to the question I asked. I also would get responses that almost re-iterated the question I asked, so the information was not relevant. For example, I asked a question about what companies are subsidiaries of Adidas, the AI returned an answer that Adidas was a subsidiary itself. ",I did try and change the way I interacted with the AI by trying to either word my question differently. I also tried to ask the AI about any relative information that would help me form other questions about the clue. Most of the clues were more difficult and so I tried to gain as much information as possible from the AI to solve them.,"specific, fast, to the point"
191_07fe92ca1884504de0963351a10d4811_ai2-jumbo,07fe92ca1884504de0963351a10d4811,Jumbo,191,LOVE,2,2,3,1,"It helped me answer the first two questions I asked it, but most of the rest of the responses it gave me were incomprehensible or didn't relate to the topic at all.","I mostly stopped interacting with it. But before giving up on it, I did try different ways of phrasing things to see if I could get a better response. ","Poorly-coded, uninformed"
61_fd7c7411fbc585c3786f911e07cdf3d6_text-davinci,fd7c7411fbc585c3786f911e07cdf3d6,InstructDavinci,61,NYT-1,3,2,5,-1,,I didn't really,"fast, friendly"
61_657acabbc3d6aedeba544da278117752_text-davinci,657acabbc3d6aedeba544da278117752,InstructDavinci,61,NYT-1,2,1,2,-1,,"Over time I tried to change my short statements into long questions, hoping to make them more understandable.","difficult, incompetent, useless"
61_fae9259388c9a2b20e1f3e2a5494045d_text-davinci,fae9259388c9a2b20e1f3e2a5494045d,InstructDavinci,61,NYT-1,4,4,4,-1,,no,Knowledgeable 
61_c929c27a59d5e74b0f259a4924f99d70_text-davinci,c929c27a59d5e74b0f259a4924f99d70,InstructDavinci,61,NYT-1,5,4,5,-1,,I relied on it increasingly more with harder questions,"helpful, clunky, professional"
61_5cc2c70d7d6e4df12ad3ac8bb85afe51_text-davinci,5cc2c70d7d6e4df12ad3ac8bb85afe51,InstructDavinci,61,NYT-1,3,2,5,-1,,I did because I got stuck a lot so I wanted any clues I could get but I'd say the majority of the time the AI did not help.,"Basic, useful, wrong"
61_6877d61eb192732b50ffa9cff649104e_text-davinci,6877d61eb192732b50ffa9cff649104e,InstructDavinci,61,NYT-1,5,3,5,-1,,I feel like maybe I got a bit more formal or specific,"prompt, professional"
61_a9c7faeb33dba785fed1c36cb0cb900b_text-davinci,a9c7faeb33dba785fed1c36cb0cb900b,InstructDavinci,61,NYT-1,5,4,5,-1,,I tried rephrasing some of my questions in a certain way so I could refine the results it would give me.,"useful, knowledgeable, smart"
61_28b662ded694876967260ccb5db75895_text-davinci,28b662ded694876967260ccb5db75895,InstructDavinci,61,NYT-1,3,4,4,-1,,I tried a variety of ways to be more clear with my questions because when I'd ask I'd get vague responses.,"helpful, useful/"
61_bad80ccc5ee961d075c60d56721961a3_text-davinci,bad80ccc5ee961d075c60d56721961a3,InstructDavinci,61,NYT-1,3,3,4,-1,,"Not really. I never got a great handle on how to structure some questions so that it understood what I was asking. It could give me answers to basic questions like ""Which two vice presidents resigned from office"" rather easily but it struggled with questions like ""what are small words for baby pigeon"" ","basic, unsophisticated, simple"
61_f4046292f4f79e6d06ae7386fe779c32_text-babbage,f4046292f4f79e6d06ae7386fe779c32,InstructBabbage,61,NYT-1,2,1,4,-1,,"Yes, I started to use it less because it gave me answers that were inappropriate or that I knew to be wrong. ","Inexperienced, unhelpful, confusing"
61_4cc14c46cbd6625508879475c8faba2c_ai2-jumbo,4cc14c46cbd6625508879475c8faba2c,Jumbo,61,NYT-1,3,2,4,-1,"They gave answers that helped solve clues only some of the time. When they didn't know the answer or understand the question, the response was difficult to understand.","At first I tried to ask AI for help as much as possible. Then I found it easier to solve the clues I knew on my own, and then ask AI for helps with the blanks.","Handy, useful, timesaver"
61_d36fe703f1189117a8acc76e3d2bae58_text-babbage,d36fe703f1189117a8acc76e3d2bae58,InstructBabbage,61,NYT-1,4,1,3,-1,"It took too long to answer and then would give poor answers, and sometimes no answers at all","I tried to ask different questions even when it was still 'waiting' to answer a question, because I couldn't wait any longer","Slow, annoying, unhelpful"
61_41c9f58c5311a41acc6fff3c3c189610_text-babbage,41c9f58c5311a41acc6fff3c3c189610,InstructBabbage,61,NYT-1,5,1,4,-1,"Many of the responses were overly general, and they weren't helpful in solving the clues.","Yes; I placed a lot of trust in the AI near the beginning, but as time went on, I realized that it would not be of much help. I ended up working my way through the puzzle largely without the AI's assistance.","Useless, trite, brief, general"
61_57e0a3221f057e7324a484be0e75a67e_text-babbage,57e0a3221f057e7324a484be0e75a67e,InstructBabbage,61,NYT-1,5,3,4,-1,"I had in my mind specific forms of a question/requests for information, but I could not find a way to convey the information.  In a search engine, I could narrow the results based on key phrases in the title or URL, but I could not figure out a way  to convert that syntax into a conversational form.",Not much. I found myself stuck on certain questions and over-focusing on trying to solve the singular instances rather than the larger number,"responsive, cooperative, willing, friendly, jolly"
61_1e1f5577348f76027d7884815297109a_ai2-jumbo,1e1f5577348f76027d7884815297109a,Jumbo,61,NYT-1,2,1,2,-1,"It gave me a bunch of nonsense and didn't give me one helpful answer, all the answers I figured out myself",yes- I stopped using it,"unhelpful, confusing, odd"
61_4f79c3ae884ab24ae11c80ad424a8a5e_ai2-jumbo,4f79c3ae884ab24ae11c80ad424a8a5e,Jumbo,61,NYT-1,2,1,3,-1,The AI almost never gave me an correct (useful) answer that I could use for the puzzle.,"Yes. The AI couldn't help me to find the correct words that fit the puzzle, so I tried asking it clues that I already knew the answer to, and even then it was very useful. So I began to try and solve what I could on my own and only ask the AI if I didn't already know the answer.","Unhelpful, confused at times, and slow at other times."
61_8d48c2ee0596126c8f36408fb15b7a8a_ai2-jumbo,8d48c2ee0596126c8f36408fb15b7a8a,Jumbo,61,NYT-1,1,1,4,-1,The AI Teammate did not pay attention to my query and often returned nonsense or repeated words,No,"Unfocused, scattered, unhelpful"
61_9cf53ac9fa5451a616d830159b722731_ai2-jumbo,9cf53ac9fa5451a616d830159b722731,Jumbo,61,NYT-1,2,3,2,-1,Helpful,No,"Incompetent, confused, difficult"
61_69b5bd578e167ff21e624417b3a5c44e_ai2-jumbo,69b5bd578e167ff21e624417b3a5c44e,Jumbo,61,NYT-1,2,1,3,-1,"I wanted to do the puzzle by myself, but I forced myself to use the AI. One time it gave me a wrong answer that was close to the right answer but two letters off and that messed me up it took me a long time to finish the last few words.",not really,"annoying, useless"
61_11b8946a60dd71196cd76f5f49851574_ai2-jumbo,11b8946a60dd71196cd76f5f49851574,Jumbo,61,NYT-1,2,3,2,-1,"SPOT ON SOMETIMES, SOMETIMES USELESS",He started off well with asking for meaning or a specific thing and then just fell apart,"LACKING, SPOROTIC, "
61_11c58d49972d7e0363017954352a5398_davinci,11c58d49972d7e0363017954352a5398,Davinci,61,NYT-1,3,2,5,-1,"I never found a good format for asking questions, it just spewed nonsense","I tried adapting my questions, but I never found a good way to ask them that would give me something useful. It seemed like the 1-2 times I got something useful it was by chance.",unhelpful
61_89a78d3c80359f21033b807b61a9abcf_davinci,89a78d3c80359f21033b807b61a9abcf,Davinci,61,NYT-1,3,2,4,-1,It didn't tell me much I didn't already know.,I used it less and less because it really wasn't helping me.,"slow, unhelpful, unknowledgable"
61_f0b7bf81cff0f7f15757c1ac7f8ae746_text-babbage,f0b7bf81cff0f7f15757c1ac7f8ae746,InstructBabbage,61,NYT-1,4,2,4,-1,"They were helpful in that they understood what my question was, however, they were unhelpful not knowing what exactly I wanted to know. The answers given to my question were sometimes vague, or correct but not what I was looking for.","Not really, I did try to ask questions that I couldn't get an answer to in different ways. I also sometimes broke down questions to make them simpler and then ask several 'easy' questions to try and arrive at a correct answer.",Competent; Direct; Formal
61_9cab0b70602ada54d34062999dfc98d7_text-babbage,9cab0b70602ada54d34062999dfc98d7,InstructBabbage,61,NYT-1,4,2,4,-1,didn't give me relevant answers,i stopped using it after finding it was useless,"unreliable, not smart"
61_4e1012899a3f6dbeb511b28f69fc4de7_davinci,4e1012899a3f6dbeb511b28f69fc4de7,Davinci,61,NYT-1,2,1,4,-1,"It never actually got the answer to a question; the one time it seemed like it might, it had parts of what seemed like the correct answer, but not the part I needed.","I interacted with it less and less as it repeatedly proved unhelpful, then interacted with it more when I figured I was pretty much stuck on the remaining clues.","Confused, erratic, repetitive"
61_af3f7188d260a53a70617fe04b0ede2f_text-babbage,af3f7188d260a53a70617fe04b0ede2f,InstructBabbage,61,NYT-1,2,1,2,-1,"It did not really understand the questions, often giving wrong answers. Even if I knew the answer already (example ""where was Oscar the Grouch's home""=Garbage can) I could not even lead the AI to that answer.","I tried a few different ways. I tried asking outright, I retyped the clue, I ask for info about a topic, etc.","confused, inaccurate"
61_1e6a88420b942084b82e6758f73315f8_davinci,1e6a88420b942084b82e6758f73315f8,Davinci,61,NYT-1,2,2,4,-1,Numerous times it repeated the question multiple times or gave an answer unrelated to the question. It helped me maybe 1/3 of the time.,no,"inefficient, unknowing, unintelligent"
61_38ea1a52e9068b7b16b159d77139ee61_text-babbage,38ea1a52e9068b7b16b159d77139ee61,InstructBabbage,61,NYT-1,5,4,3,-1,"There were times when the AI would give me the exact, relevant response that I needed.  There were other times when the AI wouldn't give me an answer that was relevant to my question.  I had to rephrase my question to try and get a direct, relevant answer.  Overall, I believe the AI helped to generate more information that helped me.",No.,Knowledgeable.  Supportive.  Helpful.  
61_ddb694ab7e8cbbcdc1f8c144d35a4bb0_davinci,ddb694ab7e8cbbcdc1f8c144d35a4bb0,Davinci,61,NYT-1,2,3,3,-1,"It was easier to use when the questions had a clear answer, it was harder when the answeres were more subjective or with wider possibilities.  Maybe I needed to frame the questions better.","I tried different ways to create questions, and in the end I search for clues where I thought the AI would more be able to understand the questions I was posing.","Frustrating, disappointing, vague, unrelated, unclear."
